,DalScience,DalLibraries,Dal_Alumni,DalGazette
1726,"{'date': '06/24/2016, 16:26:07', 'full_text': 'Great news for #science yesterday as @scottbrison announced $10mil @NSERC_CRSNG Discovery Grant for research at Dal https://t.co/20okJSaQsk'}","{'date': '09/29/2017, 13:38:06', 'full_text': ""Another laptop theft at the Killam on Wednesday. Please, please, please don't leave your valuables unattended. #Don'tBeNext @DalSecurity""}","{'date': '04/03/2018, 13:13:08', 'full_text': 'RT @Dalnews: For our next #Dal200 Belong Forum, join us for a conversation with famed Indigenous singer-songwriter and social activist @Buf…'}","{'date': '03/06/2019, 22:16:59', 'full_text': ""On to student questions, asked through the moderator.\nMOD: Do you support or oppose the DSU being part of the Canadian Federation of Students?\nHall: I don't appreciate a lot of what the CFS has done. We would maybe have to decide on a year-by-year basis.""}"
1727,"{'date': '06/24/2016, 13:58:58', 'full_text': 'Proud to work w/ @Eastlink &amp; help kids engage w/ math in news ways through  NS Math Circles: https://t.co/nl0uWspUzX https://t.co/nb4v6mAmtF'}","{'date': '09/29/2017, 12:49:08', 'full_text': 'https://t.co/q7nYuZlCYV'}","{'date': '04/03/2018, 12:32:03', 'full_text': '""All eyes turned to Frederic Henry Sexton who would change their lives- and the country- through technical education."" Watch the video on the latest Dalhousie Original Frederic Henry Sexton. #DalProud #Dal200\nhttps://t.co/jod7y0Txe0'}","{'date': '03/06/2019, 22:15:41', 'full_text': ""Aaaaand we're back.""}"
1728,"{'date': '06/23/2016, 17:12:27', 'full_text': 'RT @Dalnews: 53 researchers from #DalhousieU will receive $8M+ in Discovery Grants this year. @DalPres @ScienceMin @scottbrison @DalScience…'}","{'date': '09/28/2017, 21:25:06', 'full_text': 'https://t.co/OZovLPJ05n'}","{'date': '04/03/2018, 12:29:10', 'full_text': ""Sounds like an interesting film about @DalArchPlan alum Peter Braithwaite (BEDS'10, MArch'12)! https://t.co/1zMSMpFGKq""}","{'date': '03/06/2019, 22:08:09', 'full_text': ""Taking a short break. To reiterate, Aisha Abawajy, Andrew Hall and Ahmed Ramadan are participating in tonight's presidential debate. Finnegan is running for a VP position, my initial tweet included him in error. Lucas was asked to leave a few minutes in.""}"
1729,"{'date': '06/23/2016, 14:27:32', 'full_text': 'Killam Award and @NSERC_CRSNG winning PhD. student Melanie Hammer speaks about her work in atmospheric aerosols https://t.co/ALAq6S5ADn'}","{'date': '09/28/2017, 20:26:12', 'full_text': 'In 1 hour, Ian Colford will read some yet-to-be-published fiction &amp; @karensmythe2 will launch This Side of Sad. https://t.co/tlMXl1Dy12'}","{'date': '04/02/2018, 19:19:10', 'full_text': 'RT @CourtneyLarkin: Being on the @Dal_Alumni Board was a fantastic experience for me! 🐯 You should definitely look into this great voluntee…'}","{'date': '03/06/2019, 22:01:02', 'full_text': 'Ramadan: Connecting the campuses. Despite the new buildings and accomplishments on Sexton campus, it has been neglected by the DSU.'}"
1730,"{'date': '06/23/2016, 14:25:11', 'full_text': 'Dr.Chris Algar is a recipient of @NSERC_CRSNG Discovery Grant. His work is on hzrds of excess nitrogen in the ocean https://t.co/gbZudgUZjL'}","{'date': '09/28/2017, 19:50:13', 'full_text': 'https://t.co/iz7IkHnuzM'}","{'date': '04/02/2018, 18:48:08', 'full_text': 'RT @DAL_FASS: Next Mon we host an alumni panel event! These @Dal_Alumni used their FASS degrees to go on to careers in government, public s…'}","{'date': '03/06/2019, 22:00:05', 'full_text': ""Hall: I work constantly. I don't believe in office hours or holidays. I will send letters to politicians about getting resources for our campus""}"
1731,"{'date': '06/23/2016, 14:14:49', 'full_text': 'The Honourable @scottbrison announces $10mil Discovery Grant for Dalhousie https://t.co/9tIeRcs7Ft'}","{'date': '09/28/2017, 19:50:06', 'full_text': 'https://t.co/UJzmmAmYqF'}","{'date': '04/02/2018, 18:46:09', 'full_text': 'RT @Dalnews: A reminder to all #DalhousieU faculty and staff, you have the opportunity to pre-order ""Dalhousie University: A 200th Annivers…'}","{'date': '03/06/2019, 21:59:08', 'full_text': ""MOD: What would be your first priority upon taking office?\nAbawajy: Hit the ground running. I won't take three months figuring out what the DSU does because I already have experience with them. Making big plans over the summer so our programming is good to go is Sept.""}"
1732,"{'date': '06/23/2016, 12:48:46', 'full_text': 'RT @Dalnews: We look forward to hosting this announcement! @DalScience @DalPres @NSERC_CRSNG  https://t.co/9RfBF8Y5Ti'}","{'date': '09/28/2017, 18:13:40', 'full_text': 'https://t.co/NSnq3qZswr'}","{'date': '04/02/2018, 17:40:13', 'full_text': 'The Dalhousie Alumni Association is currently looking for new members. If you are interested in supporting your #DalAlumni community through valuable leadership, visit their webpage for more information: https://t.co/9GuPUWQUZ2 https://t.co/96LSLaU8Zs'}","{'date': '03/06/2019, 21:58:51', 'full_text': 'Hall: I think we need to go to TAs, grad students and profs as they can tell us more. I know we hate surveys, but we need more.'}"
1733,"{'date': '06/23/2016, 12:04:20', 'full_text': 'So pleased to host announcement of major funding for discovery research in NS today @ScienceMin @NSERC_CRSNG @DalPres'}","{'date': '09/28/2017, 13:41:46', 'full_text': 'https://t.co/0WIsNhUcJZ'}","{'date': '04/02/2018, 17:01:56', 'full_text': ""We're looking forward to welcoming a new generation of Aggies into the #DalAlumni family on May 11! #DalGrad https://t.co/EGTCHsJGK7""}","{'date': '03/06/2019, 21:57:24', 'full_text': 'Abawajy: I have has the opportunity to present to the Senate and attend Board meetings. We need to give opportunities for students to sit in these positions, let them know they can sit on BOG and Senate'}"
1734,"{'date': '06/22/2016, 13:39:32', 'full_text': 'RT @Dal_Alumni: What you been up to since graduation? Share your latest news or success with fellow alumni: https://t.co/hWAhuIEHxF https:/…'}","{'date': '09/28/2017, 13:41:39', 'full_text': 'https://t.co/cgkTh0OYw4'}","{'date': '04/02/2018, 15:18:23', 'full_text': 'RT @Dalnews: On this day in 1928, the #DalhousieU Choral Society had its first performance. There have been many musical or theatrical grou…'}","{'date': '03/06/2019, 21:55:28', 'full_text': ""MOD: How will you represent student interests on BOG and Senate?\nRamadan: Transparency is key so students can give their opinions. It's important that the president isn't pushed around at the BOG or Senate.""}"
1735,"{'date': '06/21/2016, 14:02:44', 'full_text': 'RT @dalagriculture: Community Day is one month from today, July 21st 10am-2pm! Hope to see you there! #dalac https://t.co/53qy7kie1m https:…'}","{'date': '09/27/2017, 11:12:46', 'full_text': ""We're so excited for tomorrow evening's reading with @karensmythe2 &amp; the @DalLibraries' own Ian Colford @Dal_English https://t.co/cee7QFNPD3""}","{'date': '04/02/2018, 13:59:50', 'full_text': 'RT @Dalnews: .@craigswilder kicks off the #Dal200 Belong Forums with an exploration of slavery and higher education.  #DalProud https://t.c…'}","{'date': '03/06/2019, 21:52:56', 'full_text': ""Sorry y'all I got jumbled and missed a policy question""}"
1736,"{'date': '06/20/2016, 17:50:07', 'full_text': 'In 10 minutes catch Dr. Randall Martin speaking about satellite based pollution research @Mainstreethfx @cbcradio  https://t.co/2pBKHTDy2L'}","{'date': '09/27/2017, 11:12:09', 'full_text': ""We're so excited for tomorrow evening's reading with @karensmythe2 &amp; the @DalLibraries' own Ian Colford. @Dalnews  https://t.co/cee7QFNPD3""}","{'date': '04/02/2018, 13:44:19', 'full_text': 'RT @Dalnews: A crowdfunding campaign is underway to support a new emergency microbursary program at #DalhousieU, one that will offer small…'}","{'date': '03/06/2019, 21:51:14', 'full_text': ""Ramadan: Everyone's background is different. Critics are simply people with different people with different opinions. We need to have a conversation""}"
1737,"{'date': '06/20/2016, 16:05:16', 'full_text': '#didyouknow Lupins are actually a legume? https://t.co/EkvkcD0aTI https://t.co/mGnIAUcef0'}","{'date': '09/27/2017, 11:11:38', 'full_text': ""We're so excited for tomorrow evening's reading with @karensmythe2 &amp; the @DalLibraries' own Ian Colford. @WFNS https://t.co/cee7QFNPD3""}","{'date': '04/02/2018, 13:23:51', 'full_text': 'RT @DAL_FASS: This Wed, April 4 a panel of scholars will gather @hfxpublib central location to participate in a public event addressing the…'}","{'date': '03/06/2019, 21:51:00', 'full_text': ""Abawajy: We're still here for you and want your needs to be fulfilled.\nHall: Criticism is a good thing, because that means people are at least paying attention.""}"
1738,"{'date': '06/20/2016, 15:10:06', 'full_text': 'Don’t miss Dr. Randall Martin talking about pollution hot spots today on @Mainstreethfx @cbcradio today @3pm! https://t.co/2pBKHTDy2L'}","{'date': '09/27/2017, 11:10:58', 'full_text': ""We're so excited for tomorrow evening's reading with @karensmythe2 &amp; the @DalLibraries' own Ian Colford. @goose_lane https://t.co/cee7QFNPD3""}","{'date': '04/02/2018, 11:08:54', 'full_text': 'RT @DalScience: Our 2018 April #ScienceAsArt calendar feature is ""Emerald Swallowtail,"" by Charlotte Ryder-Burbidge (BSc\'16, Biology). The…'}","{'date': '03/06/2019, 21:48:47', 'full_text': ""MOD: How will you deal with critics?\nAbawajy: I have something to learn from everyone, even if they don't agree with me. This DSU is not for me -- it's for everyone. Everyone should be able to raise their voices in a polite and respectful way.""}"
1739,"{'date': '06/19/2016, 21:04:40', 'full_text': 'RT @FallsBrookNB: Julie studies Biology and Sustainability @DalScience and is our new Biodiversity Assistant! https://t.co/6ABTAZhZsK https…'}","{'date': '09/26/2017, 10:43:16', 'full_text': 'Join us for the Respect Week launch of #DalReads. MacRae Library, 10:15 today. Get a copy of the book! #DalRespect. https://t.co/wYlVZcd7HR https://t.co/6NhG7UPTn0'}","{'date': '03/30/2018, 14:05:17', 'full_text': 'Not running in the @BNMarathon this year? Help run a water station with fellow #DalAlumni instead! Volunteer registration and information here:https://t.co/y6OPUEvdR4 https://t.co/4sv2UWgJGp'}","{'date': '03/06/2019, 21:47:44', 'full_text': ""Hall: I have prior experiences as a spokesperson for organizations in different situations. I know how to navigate the government. It's very hard to make everyone happy, but I want to try. Compromise is not a dirty word.""}"
1740,"{'date': '06/16/2016, 18:09:02', 'full_text': 'RT @nature: Coral reef sites around the world where fish biomass levels are higher or lower than expected are identified https://t.co/44oI9…'}","{'date': '09/25/2017, 18:03:57', 'full_text': 'https://t.co/Jk0WTdAb3y'}","{'date': '03/30/2018, 13:50:12', 'full_text': 'Even the most thought out budget can be hit with an unexpected bump in the road. The micro bursaries initiative helps students continue in their studies despite emergency costs. Join the crowdfunding campaign on #projectDAL to show your support today. https://t.co/gBouSYVc8K https://t.co/ba5vV8mMib'}","{'date': '03/06/2019, 21:46:21', 'full_text': 'Abawajy: Although we are part of Dal, we are in a network of other schools that we can work with. We need to understand that we need to be in-tune with our students in order to represent them'}"
1741,"{'date': '06/16/2016, 16:13:35', 'full_text': 'RT @Dalnews: Thank you @ScienceMin!  We are pretty proud of Dr. Crago ourselves!  #DalResearch @DalScience  https://t.co/YzOq2KEC9C'}","{'date': '09/25/2017, 17:12:22', 'full_text': ""Today's the deadline to register for #RightToKnowDay @dalsimnews @LibraryArchives https://t.co/z2rLypAtXm""}","{'date': '03/29/2018, 19:29:20', 'full_text': 'RT @JaimeNickerson: For me it was when the business that hired me for the spring and summer between school years went bankrupt and I was la…'}","{'date': '03/06/2019, 21:45:22', 'full_text': 'MOD: How would you be an effective spokesperson to the union?\nRamadan: I have experienced racism, hardship and failure and have found ways to overcome them.'}"
1742,"{'date': '06/16/2016, 14:06:56', 'full_text': '2,500 reefs. 46 nations. 34 universities. 15 places where coral reefs are thriving   https://t.co/EtyZeKjwAT https://t.co/KMkkqQofrS'}","{'date': '09/25/2017, 12:52:59', 'full_text': ""Our display for Science Literacy Week was very popular this year, so popular, it's all gone! @scilitweek""}","{'date': '03/29/2018, 18:47:19', 'full_text': 'RT @FranciscoUcan: Dalhousie University celebrating its 200th BDay, Coast to Coast https://t.co/FbeSnMRPWg via @YouTube @Dal_Alumni @DalNew…'}","{'date': '03/06/2019, 21:44:02', 'full_text': 'There is now a discussion period.\nRamadan: There is a DSU office on Sexton that is constantly empty. There is zero efficiency in that, and Carleton probably has the same problem.\nAbawajy: I agree. Exec talk about how much they love Sexton and then disappear.'}"
1743,"{'date': '06/15/2016, 19:40:03', 'full_text': 'RT @ScienceMin: Investing in #science is the 1st step to a strong innovation culture in Canada. #CdnInnovation https://t.co/5HiRUpfV4I'}","{'date': '09/25/2017, 12:26:13', 'full_text': ""It's #RespectWeek at Dal. Don't forget to wear pink on Thursday. #DalRespect https://t.co/fKaWo2iSVE""}","{'date': '03/29/2018, 17:09:19', 'full_text': 'RT @Dalnews: There was lots to learn from @craigswilder at our first Belong Forum. ""We still have lots of work to do, but together we are s…'}","{'date': '03/06/2019, 21:42:14', 'full_text': ""Ramadan: Transparency and timeliness. You need every student's input. \nAbawajy: Efficiency looks like making sure we are using resources, money and people in the best way. Students are the priority, and we may need to spend more in some areas to prioritize them""}"
1744,"{'date': '06/15/2016, 13:13:02', 'full_text': 'VP Research Martha Crago and Nobel Prize winning alum Art McDonald join panel to review science funding in Canada https://t.co/ly3RKr8aCS'}","{'date': '09/25/2017, 11:17:53', 'full_text': 'The @Dalhousie_iGEM team is using synthetic biology to solve real world problems. Check out their work. https://t.co/bRWuNnM3Iw'}","{'date': '03/29/2018, 17:01:09', 'full_text': '#DalAlumni Guy Earle (BSc’98) is developing a device called BioBox to diagnose hearing loss more quickly and cost-effectively than current technologies. https://t.co/ZqhzU0F636 https://t.co/a0HOhsuysq'}","{'date': '03/06/2019, 21:41:00', 'full_text': 'MOD: This Q will come with a five-min discussion period afterwards.\nHow will you achieve efficient union government?\nHall: Making it more streamlined, less red tape. So Sexton can have the resources to get what they need without coming to this campus.'}"
