,DalStudentLife,DalMCS,DalhousieChem,DalGradStudies,_dalsha,DalTigers
364,"{'date': '04/05/2019, 11:01:52', 'full_text': ""Want some help prepping for exams? There's a 'Strategies for Multiple Choice Exams' workshop happening TODAY from 12-1pm in room 1107 of the Mona Campbell building! #DalhousieU #DalStudyTips https://t.co/b5YEeRF9tE""}","{'date': '09/24/2018, 13:57:01', 'full_text': ""RT @Dal_Alumni: Don't forget about tomorrow's Halifax Universities Career Fair - an amazing opportunity to get connected with employers fro…""}","{'date': '06/06/2018, 19:47:55', 'full_text': 'RT @dasoglab: Congratulations to Yiqi Lai on winning Faculty of Science Undergraduate Research Award. Very well done! #proudresearchmom @Da…'}","{'date': '10/03/2019, 18:15:32', 'full_text': 'Want to spend next summer researching in Japan? Mitacs has just the thing! 🛫+🇯🇵+👩🏻\u200d🔬=😃@DalVPR @_researchNS https://t.co/Fnl7BIEccY'}","{'date': '11/08/2019, 15:28:16', 'full_text': 'ICYMI 👉Today Nov 8 📆is #NationalAboriginalVeteransDay #beadedpoppy #LestWeForget #WeRemember #allwhoserved #thankyou 🇨🇦 https://t.co/0MTRdl518H'}","{'date': '01/15/2020, 23:00:02', 'full_text': 'WBB: 2nd half is about to start with your Tigers trailing @AcadiaAthletics 30-27. @AUS_SUA #GoTigers #FearTheRoar'}"
365,"{'date': '04/04/2019, 23:45:07', 'full_text': ""Do you feel supported by #DalhousieU? There's still time to complete the 2019 CUSC Survey of First-Year Students and tell us what you think! Although not much time... The deadline is tomorrow ✉️ https://t.co/KW9yXYQQpN https://t.co/5QIyQCyMzk""}","{'date': '09/24/2018, 10:25:03', 'full_text': ""Think entrepreneurship might be the right fit for you? Find out how to be your own co-op boss at today's Information Session. #MCSCareerFest @LaunchDal @DalManagement https://t.co/UYeU3PlDKb""}","{'date': '06/06/2018, 11:32:42', 'full_text': 'Congratulations to Michael Boutilier for winning 2018 Rosemary Gill Award. Very well deserved! @Dalnews @DalScience https://t.co/DbHqUw51Zo'}","{'date': '10/03/2019, 18:09:23', 'full_text': 'RT @DalNursing: #dalcrossroads is a great student led health research conference! Heads up that abstract submissions open Nov1! @DalHealth…'}","{'date': '11/08/2019, 14:55:48', 'full_text': 'RT @workatdal: Your Voice counts! We want to hear from #DalhousieU faculty and staff about all employee views, no matter how big or small.…'}","{'date': '01/15/2020, 22:44:54', 'full_text': 'WBB: At the half your Tigers trail @AcadiaAthletics 30-27. @AUS_SUA #GoTigers #FearTheRoar'}"
366,"{'date': '04/04/2019, 18:15:22', 'full_text': ""Study tip of the day: It's okay to take breaks! No one can study 24/7 without a break! Schedule breaks into study time so you already know when you have time to get up and walk around! #DSL #DalStudyTips https://t.co/8MEydY3CAc""}","{'date': '09/23/2018, 17:00:49', 'full_text': '.@RBC is empowering youth for the jobs of tomorrow by partnering   with @IBM. Join us to meet these top employers #RBCFutureLaunch: http://https://t.co/IJ1bI0xzeK @HfxPartnership https://t.co/ug7hzj5G4y'}","{'date': '06/04/2018, 01:29:39', 'full_text': 'Congratulations to Profs. Josef Zwanziger and Erin Johnson who recently received E. W. R. Steacie Award and Tom Ziegler Award at #CSC2018 meeting in Edmonton. @DalScience @CIC_ChemInst @Dalnews https://t.co/0OQbGXHdt7'}","{'date': '10/03/2019, 17:00:52', 'full_text': 'Qi Liu from the Department of Biology will defend their PhD thesis entitled “Photoperiod and Growth Manipulation Reduced the Problem of Unwanted Sexual Maturation in Arctic Charr, Salvelinus Alpinus” on October 7th. All the best! 🙌🏼🎉 @DalScience #DalDefender https://t.co/LWqNimLj5a'}","{'date': '11/08/2019, 14:39:05', 'full_text': 'Look in your closet if you want to take action on climate change, fashion sustainability advocate says | The Chronicle Herald https://t.co/W7KKttjHnN'}","{'date': '01/15/2020, 22:22:24', 'full_text': 'WBB: At the end of the 1st quarter your Tigers have a 17-13 lead over @AcadiaAthletics. @AUS_SUA #GoTigers #FearTheRoar'}"
367,"{'date': '04/04/2019, 17:36:28', 'full_text': 'This could be you! Complete the 2019 CUSC Survey of First-Year Students in your Dalhousie inbox for the chance to win 1 of 10 $100 Visa gift cards –\xa0the deadline is TOMORROW (Friday, April 5) 💵💵💵 https://t.co/Cs2VYJspHo'}","{'date': '09/23/2018, 15:00:41', 'full_text': 'Interested in getting your foot in the door with leading businesses in  Halifax? Check out the video below and be sure to attend our Halifax Corporate Tour Information Session Monday at noon! #MCSCareerFest https://t.co/18a5N7azJA'}","{'date': '06/04/2018, 01:26:10', 'full_text': 'RT @awhspeed: Congrats to my students who graduated, and a throwback to my graduation 12 years ago, all at @DalhousieChem! https://t.co/aNY…'}","{'date': '10/03/2019, 14:11:00', 'full_text': 'Just two weeks left to apply for the Canada Graduate Scholarships! https://t.co/ajeGIoUIi4'}","{'date': '11/08/2019, 13:00:58', 'full_text': '#LestWeForget 👉#WeRemember 👇Did you know Lt. Col. Dr. John McCrae was 🇨🇦 studied @uoftmedicine? 👀https://t.co/z4Es5qOwKT #GetYourPoppy https://t.co/seHsvrcmzx'}","{'date': '01/15/2020, 22:06:51', 'full_text': ""WBB: Game time! Co.e down to Dalplex to cheer on your Tigers as they take on @AcadiaAthletics in @AUS_SUA Women's Basketball action. #GoTigers #FearTheRoar""}"
368,"{'date': '04/04/2019, 17:00:08', 'full_text': 'Have you met Oscar? He’s small, he’s fluffy, and he’s our newest obsession. This bundle of love is available for your petting and admiring every Thursday from 3-4 pm in the SUB for Puppy Power Hour! Check out our post about him here: https://t.co/PoBLU5guxN #DalhousieU https://t.co/8KKhFZ2kw3'}","{'date': '09/21/2018, 17:45:20', 'full_text': 'RT @BrienKConvery: @Dalhousie_SITE @DalMCS @AcadiaU @SMUCoop @SMU @NSCCNews @MSVU_Halifax @NSCADUniversity @NSCADofficial @ukings'}","{'date': '06/01/2018, 22:00:33', 'full_text': 'RT @meaganoakley: Our first speaker, Dr. Mita Dasog talking about how she learned to stop worrying and love the job #LOGIC2018 #CSC2018 @Uo…'}","{'date': '10/03/2019, 13:03:46', 'full_text': 'RT @DalhousieU: Kick off the #DalUnited Way campaign this year with The Big Sing! 🎤 Details: https://t.co/dOT0kBZwiF https://t.co/hW19lk63b4'}","{'date': '11/08/2019, 12:39:47', 'full_text': ""@DalhousieU #students Have a great #StudyBreak🧐next week! Don't forget to practice #selfcare #taketimeforyou #lifestudybalance #yougotthis👏 @DalStudentLife @DalStudentUnion @DalStudySuccess  @DalGradStudies @DalHealth @SchulichLaw 📸: https://t.co/oNnYWLaDoG https://t.co/xdMIQVZokf""}","{'date': '01/15/2020, 20:57:01', 'full_text': ""Tigers fans we're just over an hour away from tip-off in tonight's @AUS_SUA basketball action. The Women play at 6pm, with the Men taking to the court at 8pm against @AcadiaAthletics. Come cheer on the Tigers. #GoTigers #FearTheRoar""}"
369,"{'date': '04/04/2019, 16:15:20', 'full_text': 'RT @DalSecurity: #DalSAFEselfcare https://t.co/VNL00uPxev'}","{'date': '09/21/2018, 17:45:13', 'full_text': 'RT @rgwooden: @simplycast @saeedo @AcadiaU @MSVU_Halifax @Dalnews We hope you have great success with all your co-op employees. @simplycast…'}","{'date': '06/01/2018, 21:58:10', 'full_text': 'RT @CoastalSEASIDE: #DalGrad all lined up!! #PhD @DalEarthSci @DalhousieChem #DalPhysics @DalScience @DalPres @Dalnews https://t.co/j2w53cI…'}","{'date': '10/03/2019, 12:01:24', 'full_text': 'The Phi Kappa Pi Joe Ghiz Memorial Award is an annual award given to a graduate student enrolled at Dalhousie demonstrating involvement in both community and university life. Deadline of October 31 ➡️https://t.co/F3DXBDlPdg https://t.co/R3XAVc0PTf'}","{'date': '11/08/2019, 12:09:11', 'full_text': 'RT @SpringerEng: Just published, fully Open Access book!\nhttps://t.co/PGNmyXgeFY\n@SpringerOpen @SpringerCompSci https://t.co/pNkcuuVY9t'}","{'date': '01/15/2020, 19:38:33', 'full_text': 'Before you come to the game tonight make sure to check out our Tigers in Action from last week! #GoTigers https://t.co/0iu2fPJVqC'}"
370,"{'date': '04/04/2019, 12:10:16', 'full_text': ""You can memorize all your study notes! Come to the 'Get Focused: Concentration and Memorization' workshop happening TODAY from 5-6pm in room 2107 of the Mona Campbell building! #DalhousieU #DalStudyTips https://t.co/imBCb3uwAX""}","{'date': '09/20/2018, 18:37:50', 'full_text': ""Check out our spotlight on @DalFoMAlumni Kelsey Keddy: https://t.co/wDRBPxw5pJ We're #DalProud of what she accomplished through her Entrepreneurial Work Term (EWT) and how her business has grown since then along with her career at @EYCanada.  @LaunchDal @DalManagement @Dal_Alumni https://t.co/0yqnq9KtFR""}","{'date': '06/01/2018, 21:54:33', 'full_text': 'RT @ThompsonLabDal: Congratulations to our Thompson group graduates! Today, Roberto received his BSc in Honours Chemistry and Travis  recei…'}","{'date': '10/02/2019, 11:24:38', 'full_text': 'RT @DalhousieESL: NEW! Advanced English language course, Business Communication. \n\nRegistration closes next week: \nhttps://t.co/IGyaWE3hAk…'}","{'date': '11/08/2019, 11:52:10', 'full_text': '👀👉2 it! #knowledgemobilization by #ssotl19 &amp; @I_SoTL 👏 https://t.co/pFvOIFrQuJ'}","{'date': '01/15/2020, 17:27:14', 'full_text': 'Are you ready for a midweek #gameday? \nTonight the basketball teams host Acadia Athletics at Dalplex! The women tip off at 6pm and the men at 8pm! \n#GoTigers #FearTheRoar https://t.co/xn143ICZle'}"
371,"{'date': '04/03/2019, 19:15:20', 'full_text': ""Study tip of the day: It's okay to take breaks! No one can study 24/7 without a break! Schedule breaks into study time so you already know when you have time to get up and walk around! #DSL #DalStudyTips https://t.co/rpmLjdnuCh""}","{'date': '09/20/2018, 15:32:01', 'full_text': 'Our Employer Development Coordinator, Cindy Ryan, and her therapy dog, Jazz, are on their way over to the Society and Volunteer Expo at the Studley Quad. Feel free to say hi! 👋 @DalStudentUnion @DalStudentLife @DALBSSC https://t.co/A3odQ5VcV3'}","{'date': '06/01/2018, 19:24:46', 'full_text': 'RT @MarkStradiotto: Hanging with my mentor, former colleague and buddy @neilburford4 at #CSC2018 https://t.co/JBJ1t0VZZ2'}","{'date': '10/01/2019, 17:00:41', 'full_text': 'Stay up-to-date with important graduate student dates and deadlines – 🎃October important dates are up on our Facebook page! 👉🏾 https://t.co/MYGe80HxNB https://t.co/DDzeksGX6x'}","{'date': '11/08/2019, 02:36:02', 'full_text': 'RT @Dal_Alumni: Special thanks to our incredibly generous alumni community sponsors who are making it possible for 200 Dal students to atte…'}","{'date': '01/14/2020, 18:24:43', 'full_text': ""Attention Tigers fans! We have some movement in this week's @USPORTSca Top Ten:\nMen's basketball ⬇️ to # 3 \nWomen's volleyball ⬆️ to # 2 \nWomen's swimming ↔️ at # 10 \n📰 https://t.co/eEkp1MT2Qv \n#GoTigers #TigerPride https://t.co/gmdNBFXend""}"
372,"{'date': '04/03/2019, 17:30:45', 'full_text': ""Are you a #DalBound student? Join the incoming class of 2019-20 facebook group to connect with your new classmates, ask questions and get to know #DalhousieU! We can't wait to see you next fall! https://t.co/0ZBELJNq73 https://t.co/oHPsIDCW4z""}","{'date': '09/20/2018, 10:30:11', 'full_text': "".@TD_Canada will be on campus next week! Come down to their Information Session to learn more about their jobs opportunities for grads. You don't want to miss out on this great opportunity to connect with TD in person! Register now on myCareer #MCSCareerFest https://t.co/WmxZLyzHTQ""}","{'date': '06/01/2018, 19:24:28', 'full_text': 'RT @MarkStradiotto: Joseph rocking out his Ni C-O cross-coupling work at #CSC2018. https://t.co/5s0YjA1nHv'}","{'date': '10/01/2019, 12:09:34', 'full_text': ""Want to know where Canada's main political parties stand on environmental issues? Biology master's student Isabelle Hurley and her supervisor created a website to do just that. @DalVPR @DalPres @DalScience @DAL_FASS https://t.co/5jC8ZbcwPX""}","{'date': '11/08/2019, 00:26:09', 'full_text': 'RT @UA_magazine: The most-read article on our site this week: We need to have a candid conversation about quality undergraduate education h…'}","{'date': '01/14/2020, 14:27:17', 'full_text': 'RT @dalplex: Tomorrow at 2pm, Dalplex will be joining the rest of the Dal community and the larger Canadian university community by partici…'}"
373,"{'date': '04/03/2019, 13:10:28', 'full_text': ""Want to take control of all those final deadlines? Come to the 'Managing Time &amp; Avoiding Procrastination' workshop happening TONIGHT from 6:00-7:00pm in room 2107 of the Mona Campbell building! #DalhousieU #DalStudyTips https://t.co/hNVutkE0eu""}","{'date': '09/19/2018, 12:20:28', 'full_text': 'Have you heard? @RBC, @IBM and @HfxPartnership are hosting an Innovation Challenge next month. Click here to learn more and register:  https://t.co/IJ1bI0xzeK   #RBCFutureLaunch https://t.co/jadJ7brq7k'}","{'date': '06/01/2018, 19:23:22', 'full_text': 'RT @MarkStradiotto: Team nickel - ready for #csc2018! https://t.co/6tnDFpd37f'}","{'date': '09/30/2019, 15:45:52', 'full_text': 'RT @DalGlobalHealth: We are in the quad for @DalhousieU 10th annual Mawio’mi #mawiomi @DalIhig @Dal_IHIM @CBCIndigenous @indigenousblak #Da…'}","{'date': '11/07/2019, 18:10:34', 'full_text': 'RT @catherinemah: Four amazing #womeninfood kicking off the @FoodLawCanada #manyscales conference with a workshop on food sovereignty. Thin…'}","{'date': '01/13/2020, 19:52:37', 'full_text': ""ICYMI: The Tigers women's hockey team goes 0 for 2 on the road this past weekend. \nSat 📰 https://t.co/R8U8VUYEpO\nSun 📰https://t.co/YdoiO6Ztkr\n#GoTigers #FearTheRoar https://t.co/w5qmgGMRi5""}"
374,"{'date': '04/02/2019, 18:10:29', 'full_text': 'Want to be part of the post-secondary student mental health dialogue? The @MHCC_ has started a two-year project to develop a Standard on Psychological Health and Safety for post-secondary students. Learn more and get involved: https://t.co/iS0e9XBpTO'}","{'date': '09/18/2018, 17:17:47', 'full_text': 'Tonight in the Rowe we welcome #DalhousieU Legacy Employer of the Year, @PepsiCoJOBS @PepsiCo. They are hosting an Info Session in Room 3089 at 5 p.m., and they are keen to meet grads interested in their Sales Leadership program. Come &amp; connect with their @DalFoMAlumni staffers.'}","{'date': '06/01/2018, 19:21:45', 'full_text': 'RT @MarkStradiotto: I thoroughly enjoyed the convocation ceremony today. Impressed how @DalPres spoke personally  and genuinely to each gra…'}","{'date': '09/30/2019, 14:09:34', 'full_text': ""Best of luck Alex! Our grad students are taking centre stage when it comes to making sense of the world's energy issues. ⚡️🥼 #DalProud https://t.co/Uo7VD3crgV""}","{'date': '11/07/2019, 17:13:23', 'full_text': 'RT @DalGradStudies: Gain the skills &amp; confidence to tell your research story, including a $1,500 scholarship, with the OpenThink Initiative…'}","{'date': '01/13/2020, 19:50:16', 'full_text': ""ICYMI: X-Men defeat Tigers 78-77 in men's basketball action Saturday night. \n📰 https://t.co/ysPBYmUVQ5\n#GoTigers #FearTheRoar https://t.co/7xbUQEAYuD""}"
