,DalhousieU,DalStudentUnion,DalSecurity,DalResidence
183,"{'date': '12/10/2019, 11:05:11', 'full_text': 'Currently, all major academic buildings in Halifax still have power and campus is open. We will continue to monitor and notify the #DalhousieU community should anything change.'}","{'date': '11/18/2019, 13:43:01', 'full_text': '🎤 T-Room Comedy Thursday 🎤 This comedy event is headlined by Kyle Barnet &amp; hosted by Sam Bartol! https://t.co/lt9dQGfWUM\n\nWHEN &amp; WHERE: Nov 21st, 8:30-10:00pm at the T-Room\n\nHOW MUCH: $3 Cover \n\nCome and enjoy a great show! https://t.co/yFrDJiDL04'}","{'date': '09/07/2019, 13:43:51', 'full_text': 'RT @DalResidence: Thanks for your great work, @DalSecurity 👍 For res-specific safety tips, we encourage our on-campus students to check out…'}","{'date': '01/11/2019, 14:37:38', 'full_text': 'Wondering why our RAs love their job so much? Check out our pizza talk video! #dalsweetdal\n\nhttps://t.co/724Pf2Ibla'}"
184,"{'date': '12/10/2019, 00:12:00', 'full_text': 'International Education Week 2019 at the @DalIntcentre included a meet and greet, a cultural village, and a Christmas tree decorating party during its regular Language Spot night. 🎄 https://t.co/Mr535WoNTi'}","{'date': '11/18/2019, 11:45:02', 'full_text': ""🌱 TONIGHT join DSUSO and the EAC as they discuss how Nova Scotia can use it's Sustainable Development Goals Act as a tool for action 🌱\n\nMon, Nov 18th from 5-7 pm\nRm 307, SUB \n\nAll Monday Mingles are FREE events open to all students and community members https://t.co/rw8icaO0B6 https://t.co/bHj5qTCWcv""}","{'date': '09/07/2019, 13:29:52', 'full_text': '@emilyjago Thanks!!! Stay safe 🙂'}","{'date': '01/10/2019, 17:58:14', 'full_text': 'Have you reapplied to residence yet? If yes, expect a gift from us 🎁\n\n#dalsweetdal https://t.co/sn9PhHNnmZ'}"
185,"{'date': '12/09/2019, 20:01:00', 'full_text': 'Have you read the latest issue of DAL Magazine? Features include a look at the Scholarly Panel to Examine Lord #DalhousieU’s History on Slavery and Race. Plus alumni profiles, researchers, class notes and more! https://t.co/Eugse4MXrE'}","{'date': '11/18/2019, 01:10:01', 'full_text': '🎸 Movember Benefit Concert 2019 👨🏻 Driftwood People and the DSU want you to join us at the Grawood for our 2nd Annual Movember Concert! https://t.co/99vmpNyOJA https://t.co/jrWMemfzyi'}","{'date': '09/07/2019, 13:24:57', 'full_text': '@iRunStlewis @PhysicsAndAstr1 @DalStudentLife @DalStudentUnion Great idea for the next one... DalSAFE branded storm chips!!'}","{'date': '01/09/2019, 19:47:41', 'full_text': 'Happening tonight!! #dalsweetdal https://t.co/usAGC4BADz'}"
186,"{'date': '12/09/2019, 17:05:05', 'full_text': 'Student leaders from across Atlantic Canada gathered at #DalhousieU this fall to discuss shared efforts to reduce harms related to alcohol on university campuses. ✨ https://t.co/4oBz3XvGQ8'}","{'date': '11/17/2019, 21:54:03', 'full_text': '📝Head over to Campus Copy for all your printing needs! 📝 Campus Copy provides affordable prices for Dal students, staff, faculty and members of the surrounding community. \n\nMonday to Friday \n9 am – 5 pm\n\nhttps://t.co/bpJIAloInK https://t.co/HZXQzA5Z7m'}","{'date': '09/07/2019, 12:35:42', 'full_text': '@BigDogTruro Please be advised that our @dalagriculture campus is closed all day today - preemptively not opening at all.  Earlier reports of a 2pm closure are not accurate.'}","{'date': '01/07/2019, 19:45:25', 'full_text': 'RT @DALIntramurals: Hey Howe Hall - we will be outside of dining hall tonight 4-7pm! Come check us out and ask any questions about intramur…'}"
187,"{'date': '12/09/2019, 14:12:02', 'full_text': ""Grab your friends and family, and join us for #DalhousieU's Annual Carol Sing! 🎼 We'll be belting out classic Christmas carols, Hanukkah songs, and other holiday favourites. ❄️ https://t.co/CTHI0vWbG3""}","{'date': '11/17/2019, 18:38:01', 'full_text': '☕ Sexton Tea Hour ☕ Come have a free hot beverage and chat with your Dal campus peer supporters in the Alumni Lounge on Tuesday, Nov. 19th from 10 am to 12 pm https://t.co/1AKYQFWD3n https://t.co/6sVpSa3wxi'}","{'date': '09/07/2019, 12:20:50', 'full_text': 'Sorry Folks - Dal campuses are closed today!  \n\nThis will allow our efforts to focus on the safety of students living on campus, protecting research efforts, and monitoring storm related impacts.  Please stay away… https://t.co/XleG7acjqQ'}","{'date': '01/07/2019, 18:04:15', 'full_text': 'Residence is so much more than just a place to live! Find out more about what the community has to offer you on January 9th #dalsweetdal https://t.co/gNA7ohbSLO'}"
188,"{'date': '12/08/2019, 23:48:01', 'full_text': 'Do you have a question about your faith? Are you dealing with a spiritual issue, but are too shy or busy to ask in-person? Get confidential replies from the Chaplains in the Multifaith centre: https://t.co/S090rmzTNV ✨ https://t.co/Z8ZifcBFFg'}","{'date': '11/17/2019, 15:28:01', 'full_text': '💼 JOB OPPORTUNITY: Information Centre Representative 💼  Application Deadline: Nov 21st at 4 pm ℹ️ Looking for a job on Studley campus? Look no further - apply today! https://t.co/XQaAIkbnTI https://t.co/grj6NdRl79'}","{'date': '09/07/2019, 05:50:27', 'full_text': 'RT @HfxRegPolice: Universities welcomed students to class &amp; HRP launched its Operation Fall-Back campaign to address quality-of-life concer…'}","{'date': '01/04/2019, 17:50:07', 'full_text': 'We are so excited to welcome students, both new and returning, to residence for the winter semester! We hope you enjoy your experience and have a great time at Dalhousie. #dalsweetdal https://t.co/DeeIdh28uU'}"
189,"{'date': '12/08/2019, 14:57:00', 'full_text': ""Holiday gifts, holiday travel, holiday parties - it can all add up to a ton of waste. But it doesn't have to! Check out these tips on minimizing your waste this holiday season. 🎁 (🏷 @DalStudentLife) https://t.co/nCVBFojuOK""}","{'date': '11/16/2019, 20:43:01', 'full_text': '🎤 T-Room Comedy Thursday 🎤 This comedy event is headlined by Kyle Barnet &amp; hosted by Sam Bartol! https://t.co/lt9dQGfWUM\n\nWHEN &amp; WHERE: Nov 21st, 8:30-10:00pm at the T-Room\n\nHOW MUCH: $3 Cover \n\nCome and enjoy a great show! https://t.co/fjo1icHO2g'}","{'date': '09/06/2019, 21:36:29', 'full_text': 'RT @DalIntcentre: IMPORTANT: The Mayor’s International Student Welcome Party and Colour Fest - both planned for September 7 - are CANCELLED…'}","{'date': '01/02/2019, 22:50:05', 'full_text': 'See you in less than a week!! 🐏🐯\n\n#dalsweetdal https://t.co/2QhH84xHew'}"
190,"{'date': '12/07/2019, 22:42:14', 'full_text': '@WarWithin_smash @DalVPR @DeepSainiUC Send us an email via besocial[at]https://t.co/4LyTdJg2TW and we can assist further. 😀'}","{'date': '11/16/2019, 15:50:00', 'full_text': '💼 INTERNATIONAL STUDENT WORK EXPERIENCE PROGRAM is an on-campus part-time employment program for international students 💼 \n\n- Job postings from Nov 18-29\n- Placements begin Jan 6, 2020\n\nhttps://t.co/1PrNSzK3g5'}","{'date': '09/06/2019, 19:24:37', 'full_text': ""IMPORTANT UPDATE: Dalhousie's campuses to be closed all day Saturday, Sept 7 https://t.co/ZqRZLhjBYy""}","{'date': '12/22/2018, 19:50:05', 'full_text': 'Our offices are now closed for the Holidays! If you are staying in residence for the break and need assistance, please find a residence assistant or speak with a front desk staff. If there is an emergency, Dal Security can be contacted using the DalSafe app! https://t.co/vkA6bBpXjo'}"
191,"{'date': '12/07/2019, 22:01:00', 'full_text': ""The holidays are supposed to be a time of joy, but for many, they can be tough - financially, mentally, and emotionally. If you're struggling this season, @211NS can help you find resources to help. They're confidential, free and available 24/7: https://t.co/Z5Bk1cYRn0""}","{'date': '11/16/2019, 14:14:02', 'full_text': '💼 JOB OPPORTUNITY: Graphic Design Coordinator 💼  Application Deadline: Nov 21st at 4 pm 🎨 Enjoy developing and creating outreach, print, campaign, and media materials? Apply today!  https://t.co/XQaAIkbnTI https://t.co/Qlk8LXQf9l'}","{'date': '09/06/2019, 17:48:51', 'full_text': 'RT @hfxgov: @hfxtransit bus, Access-A-Bus and ferry service will be suspended as of NOON on Saturday, Sept. 7 with a tentative resumption d…'}","{'date': '12/22/2018, 18:09:07', 'full_text': 'RT @DalSecurity: Our administrative offices are closed over the holiday break but our patrol officers are working 24/7 to make campus safe.…'}"
192,"{'date': '12/07/2019, 15:40:01', 'full_text': 'Get “winterized,” #DalhousieU-style, by learning more about the DalSAFE app and messaging system and how to stay informed about winter storm closures. 📱 https://t.co/VKMbCyDxxq'}","{'date': '11/16/2019, 01:10:02', 'full_text': '🎸 Movember Benefit Concert 2019 👨🏻 Driftwood People and the DSU want you to join us at the Grawood for our 2nd Annual Movember Concert! https://t.co/99vmpNyOJA https://t.co/wDRFaZwKdr'}","{'date': '09/06/2019, 14:41:40', 'full_text': 'RT @DalhousieU: Early storm closure on Sept 7 for all Dalhousie campuses https://t.co/4o0EHMz9Pu'}","{'date': '12/19/2018, 19:02:00', 'full_text': 'Do you want to become more involved in the Residence community? Multiple ResLife positions are available on myCareer now! \n\n#dalsweetdal https://t.co/EyM3oDEJzo'}"
193,"{'date': '12/07/2019, 12:58:01', 'full_text': ""Have you heard? We've joined @SDSNCanada, a global network addressing some of the world’s most pressing problems, including the implementation of the UN Sustainable Development Goals (@UNSDSN) and the Paris Climate Agreement: https://t.co/pU9HWDgR6u #DALinnovates https://t.co/WPwZ8koGEX""}","{'date': '11/15/2019, 22:58:01', 'full_text': ""🖋️ Dalhousie and King's Creative Writing Journal, Fathom, is accepting submissions for poetry, fiction and non-fiction for the 2019/2020 year 🖋️ Please send your submissions to fathom.dal@gmail.com by December 22nd.  https://t.co/3raOh4yn5A https://t.co/t5zbx7x4kX""}","{'date': '09/06/2019, 14:29:42', 'full_text': 'Between 1230-1pm today, at Sexton Campus, there will be a test of the emergency lighting system. Main lighting in this building will be deactivated but other electrical systems will not be impacted.  During this time alternate routes are advised due to the reduced illumination.'}","{'date': '12/18/2018, 20:00:37', 'full_text': 'With residence closed for the semester, the ResLife team is taking a well deserved break! \n\nThanks Emily Dayboll for the photo and thank you to the Gerard team for all the great work you do 😊\n\n#DalSweetDal https://t.co/3sflWH4D8a'}"
194,"{'date': '12/07/2019, 03:51:15', 'full_text': '@HalifaxReTales 👀'}","{'date': '11/15/2019, 18:38:03', 'full_text': '☕ Sexton Tea Hour ☕ Come have a free hot beverage and chat with your Dal campus peer supporters in the Alumni Lounge on Tuesday, Nov. 19th from 10 am to 12 pm https://t.co/1AKYQFWD3n https://t.co/BxyAfHooHP'}","{'date': '09/06/2019, 14:22:04', 'full_text': 'Early storm closure on Sept 7 for all Dalhousie campuses https://t.co/cs8ooMGm6l'}","{'date': '12/18/2018, 16:27:52', 'full_text': 'RT @DalStudentLife: Are you a #DalBound student? Join the incoming class of 2019-20 facebook group to connect with your new classmates, ask…'}"
195,"{'date': '12/07/2019, 00:27:00', 'full_text': ""Tod Augusta-Scott (MSW'00) is changing the conversation around intimate partner violence.  (🏷 @Dal_Alumni)\nhttps://t.co/V563ldaCBw""}","{'date': '11/15/2019, 16:49:05', 'full_text': '✨The DSU Annual General Meeting is occurring on Friday, Nov 29th in the SUB Atrium from 3 - 5pm and there will be food! Not sure what the AGM is all about? Check out our infographic below ✨Attend the event here: https://t.co/JcEhNShx91 https://t.co/pDanSzeBqW'}","{'date': '09/06/2019, 13:46:36', 'full_text': 'Click the link below for latest update related to Hurricane Dorian storm preparedness.\nhttps://t.co/dTWvlK4Tfe'}","{'date': '12/17/2018, 15:36:13', 'full_text': ""Our residences close this afternoon for the holiday season. We hope you all had a fantastic semester, our team can't wait for you to return! \n#DalSweetDal https://t.co/CVG4c6yhcU""}"
196,"{'date': '12/06/2019, 19:44:00', 'full_text': 'When @afuacooper agreed to serve as chair of the #DalhousieU-commissioned Scholarly Panel to Examine Lord Dalhousie’s History on Slavery and Race, she knew it was not a project to be rushed. Read more in the latest edition of DAL Magazine. https://t.co/g1zAYVkBGT'}","{'date': '11/15/2019, 14:39:02', 'full_text': '💼 JOB OPPORTUNITY: Sexton Campus Coordinator 💼 Application Deadline: November 21st at 4pm. Passionate about bettering student life on Sexton Campus? Then this job is for you! https://t.co/XQaAIkbnTI https://t.co/n75ihoG7KB'}","{'date': '09/05/2019, 23:29:41', 'full_text': 'RT @nspowerinc: In preparation for #Dorian, we’re activating our Emergency Operations Centre at noon on Friday. We’re mobilizing our crews…'}","{'date': '12/14/2018, 17:18:12', 'full_text': ""The semester is wrapping up this weekend (for anyone who hasn't finished already), we can't believe how quickly it has gone by. We know you're excited for a break, but we hope Dal has come to feel like home to you. Let us know what you're going to miss the most!\n#dalsweetdal https://t.co/kaczxllgBJ""}"
197,"{'date': '12/06/2019, 16:08:03', 'full_text': 'Dec. 6, 1917: It was a Thursday morning of “singular beauty,” one that to #DalhousieU English professor Archibald MacMechan felt “warm, almost summer-like” despite winter being just around the corner. #HalifaxExplosion https://t.co/pCIoruXvqF'}","{'date': '11/15/2019, 13:32:05', 'full_text': ""RT @DalHealth: Throughout the week for #DalHealthStudyBreakChallenge we'll be sharing @brendini5's suggestions, like spending time with som…""}","{'date': '09/05/2019, 23:29:24', 'full_text': 'RT @DalhousieU: Campus Alerts sent from DalSAFE keep you informed in the event of campus closures, hazards and other significant, urgent ev…'}","{'date': '12/13/2018, 16:01:13', 'full_text': 'Congrats to our students as you finish up your final exams! Take time to relax and enjoy your free time.\nBefore you leave, make sure you follow these tips on what to do with your residence room. Also, be sure to check out with residence staff. Happy Holidays! ❄\n#dalsweetdal https://t.co/Ui1v7EGBou'}"
198,"{'date': '12/06/2019, 13:44:49', 'full_text': ""Today, on the National Day of Remembrance and Action on Violence Against Women, we remember those lives lost 30 years ago at L'école Polytechnique in Montréal. #December6 https://t.co/DZTTIGAqsP""}","{'date': '11/15/2019, 13:30:05', 'full_text': ""🐶 Every Thursday, join Oscar and Dal counsellor Marriam Abou-El-Haj for Puppy Power Hour in the SUB 🐶 Puppy Power Hour is held every Thursday from 3-4 pm. ❤️ All Dalhousie and King's students, staff and faculty are welcome https://t.co/UZBIMUroF6 https://t.co/Kz4m9vhtxJ""}","{'date': '09/05/2019, 23:05:25', 'full_text': 'RT @hfxgov: Residents are encouraged to prepare for a significant weather event this weekend https://t.co/wcSZknAPty'}","{'date': '12/12/2018, 17:15:00', 'full_text': 'Be a part of this smiling team! Check out myCareer for ResLife job postings #dalsweetdal 📷 @DalRisleyHall https://t.co/V9zPW7ODQz'}"
