,workatdal,DalMedSchool,dalagriculture,SchulichLaw
2924,"{'date': '12/12/2016, 18:06:00', 'full_text': 'RT @MedavieBC: Get some sleep - Sleep is a key part of a healthy lifestyle, and can benefit your heart, weight, mind, and more. #12daysofho…'}","{'date': '12/18/2015, 14:25:49', 'full_text': ""RT @Dalnews: #DalhousieU's Dr. Simon Sherry discusses how to reduce holiday stress on Global Morning.  https://t.co/35IOLzreXS""}","{'date': '01/30/2018, 14:32:59', 'full_text': 'RT @Limpetman: The 33rd Rick Russell Woodsmen Competition is on the 10th February. Check this out: https://t.co/H5uBiSu4wm'}","{'date': '02/13/2018, 17:45:20', 'full_text': 'RT @DalStudentLife: Do you know a student who has made an outstanding contribution to student advocacy and academic justice at Dal? Nominat…'}"
2925,"{'date': '12/12/2016, 17:20:18', 'full_text': 'Reminder: The deadline is Fri to submit nominations for 2017 Rosemary Gill Award. Details here. https://t.co/nSxg4i7i1K'}","{'date': '12/18/2015, 13:08:55', 'full_text': 'RT @_LACampbell: . @infomorning Thanks for having me in to talk about #mentalhealth #outcomesresearch @IWKHealthCentre @DalMedSchool https:…'}","{'date': '01/30/2018, 14:11:21', 'full_text': 'RT @Dalnews: #DalhousieU’s #Halifax campuses and @dalagriculture campus (as well as @ukings) will open today at 11:30 a.m. Follow https://t…'}","{'date': '02/13/2018, 17:10:51', 'full_text': ""@SchulichLaw students, if you need a little inspiration on what you can do with your #law #degree, @MurrayStephenC in the Sir James Dunn Law Library has put together this display on the library's lower level. Weldonites, where will your law degree take YOU? #Legal #Professional https://t.co/QIDJsOs4kM""}"
2926,"{'date': '12/12/2016, 16:44:31', 'full_text': 'RT @DalStudentLife: Check out the DSL Blog for Holiday Traditions around the world! Each culture celebrates the holidays differently! https…'}","{'date': '12/18/2015, 12:19:09', 'full_text': 'RT @DGorsky: Yoga with Santa (aka our excellent Health@Work yoga teacher, Julie Jordan.) @DalMedSchool @dalmedsci https://t.co/c4TeGysXUA'}","{'date': '01/30/2018, 13:36:09', 'full_text': 'RT @mccallumrobyn: Interested in a #honeybee course based on #science AND #handson experience? Check out Modern Beekeeper @ExL_DalAC @dalag…'}","{'date': '02/13/2018, 17:08:23', 'full_text': 'RT @DalStudentLife: Come join us tomorrow for our second group discussion on improving campus equity and inclusion! Tomorrows topic (Feb 14…'}"
2927,"{'date': '12/12/2016, 15:15:14', 'full_text': 'Congrats @isans_ca on being recognized with a @NSHumanRights award for all of your amazing work!'}","{'date': '12/17/2015, 19:08:36', 'full_text': 'Giving the gift of tech to your child this year? Dr. Tara Chobotuk suggests parents give their kids guidelines, too: https://t.co/tFzGHHR4le'}","{'date': '01/30/2018, 09:50:59', 'full_text': 'RT @Dalnews: #DalhousieU’s #Halifax &amp; @dalagriculture campuses (as well as @ukings) are delaying opening to 11:30 a.m. today. Further updat…'}","{'date': '02/13/2018, 15:59:34', 'full_text': ""RT @DalStudentLife: #DalentinesDay isn't just about showing love to others, you need to practice #SelfLove and #SelfCare too. Join the Self…""}"
2928,"{'date': '12/12/2016, 13:50:08', 'full_text': ""Good info. to share with colleagues. How to foster an inclusive campus environment during December 'Holiday Season'. https://t.co/arfSvBshaF""}","{'date': '12/15/2015, 19:57:39', 'full_text': ""Euthanasia or physician asst death? Know the impt difference in the terms. Here's a glossary: https://t.co/4lIteJg2yB""}","{'date': '01/30/2018, 01:48:54', 'full_text': 'RT @Dalnews: Earlier tonight, we experienced technical difficulties when testing Dal Alert text message alerts. The issue appears to be res…'}","{'date': '02/13/2018, 15:55:40', 'full_text': 'RT @univcan: Canada’s universities reaffirm commitment to supporting Indigenous community. #CdnPSE https://t.co/UKw6jlsJjw'}"
2929,"{'date': '12/12/2016, 13:23:03', 'full_text': 'RT @isans_ca: After the first 12 months in Canada, new Nova Scotians who arrived as refugees transition off of federal income support. #Aft…'}","{'date': '12/14/2015, 20:42:38', 'full_text': 'RT @_LACampbell: I am very grateful to the Sobey Family for their generous support of child&amp; youth mental health outcomes research. https:/…'}","{'date': '01/30/2018, 00:54:44', 'full_text': 'RT @ExL_DalAC: Sign is officially up! If you are on campus, come visit us @dalagriculture https://t.co/7FrLABMZaJ'}","{'date': '02/13/2018, 15:50:28', 'full_text': 'RT @RAAD_DalLaw: RAAD is hosting an art auction this year March 15th from 7-9pm in the Weldon Law Building atrium. All proceeds will be giv…'}"
2930,"{'date': '12/09/2016, 19:55:11', 'full_text': ""We're so close to reaching our $160,000 goal! There is still time to donate to #DalUnited. Visit https://t.co/bt8reB8LGW today.""}","{'date': '12/11/2015, 14:13:49', 'full_text': '#DalhousieU IDS undergrad develops handbook for Nigerian health care workers dealing with obstetric fistula: https://t.co/RDEbOBV3sB'}","{'date': '01/30/2018, 00:54:40', 'full_text': 'RT @ValueChainProf: New Japanese banana with edible skin!! And cost $USD5.75 each! @dalagriculture #Bananas https://t.co/Lbm92Lee7Z https:/…'}","{'date': '02/13/2018, 12:39:20', 'full_text': 'RT @CourtsNS_News: In 2013, the Hon. Frank Iacobucci, a retired Justice of the Supreme Court of Canada, looked at ways to get more #Indigen…'}"
2931,"{'date': '12/09/2016, 18:50:11', 'full_text': 'DYK that Dec 10 is #HumanRightsDay? Details here. https://t.co/ydSadHqZO5 #StandUp4HumanRights @UNHumanRights https://t.co/Sm5sl2aI0t'}","{'date': '12/10/2015, 18:11:04', 'full_text': ""Things got ugly at the dean's holiday lunch. Here are this year's fashionable winners of the ugly sweater contest!⛄ https://t.co/ICBzjmGZ0k""}","{'date': '01/29/2018, 18:48:02', 'full_text': 'RT @ssdalac: We are looking for tutors in all subjects especially in the Business &amp; Social Sciences program.  Stop by the... https://t.co/6…'}","{'date': '02/13/2018, 12:38:46', 'full_text': ""RT @CourtsNS_News: We're thrilled to add @legalanalyst Steve Skurka, @robyndoolittle of @globeandmail &amp; @Mikmaq_star Cheryl Maloney to our…""}"
2932,"{'date': '12/09/2016, 17:40:10', 'full_text': 'Treat a student to dinner during the holidays by contributing to the cost of the dinner or attending it on Dec 21. https://t.co/EN49M1fbbU'}","{'date': '12/10/2015, 17:59:58', 'full_text': ""ICYMI: Margot Spafford establishes DMRF Gillian's Hope Fund to improve multiple sclerosis care in the Maritimes: https://t.co/YLVSU8jlug""}","{'date': '01/29/2018, 17:40:00', 'full_text': ""International Smart Farming Seminar March 15 - 16 on campus!  Don't miss it.  Register at https://t.co/KosIl8H6De https://t.co/jam95Ptces""}","{'date': '02/13/2018, 12:37:27', 'full_text': 'RT @NSBS: The Hon. Judge Corrine Sparks (at right) celebrated 30 years of #judicial service on Friday. Six others were honoured (L-R): Judg…'}"
2933,"{'date': '12/09/2016, 16:36:18', 'full_text': 'RT @careersherpa: Close 2016 with a new job! 5 ways to advance your# jobsearch during the #holidays by @CareerSherpa https://t.co/HN0m4iKni…'}","{'date': '12/10/2015, 15:43:23', 'full_text': 'Atl Canada has highest cancer rate in country. Cancer research major focus for #DalMedSchool &amp; affiliated hospitals: https://t.co/jV3DdGy7ZR'}","{'date': '01/29/2018, 15:18:32', 'full_text': 'Dalhousie students are known for their academic excellence, but their achievements outside of the classroom are equally impressive. Nominate a student for an IMPACT Award! https://t.co/9lrqfd6SNo https://t.co/6zkbTtXYg6'}","{'date': '02/13/2018, 02:48:16', 'full_text': ""RT @NSBS: This Friday, Dr. Amy Ornstein of the Dalhousie Faculty of Medicine will discuss working with medical experts. It's the latest in…""}"
2934,"{'date': '12/09/2016, 15:15:14', 'full_text': 'One week left to submit nominations for 2017 Rosemary Gill Award for outstanding service to students (non-teaching). https://t.co/nSxg4i7i1K'}","{'date': '12/10/2015, 15:18:21', 'full_text': 'Specialized clinic helps seniors stay healthy and independent: https://t.co/SPyTnXGBla'}","{'date': '01/29/2018, 15:12:07', 'full_text': 'RT @Dalnews: Maeghan, Andrew, Raine &amp; Scott are back for #DalThisWeek on our #Halifax and @dalagriculture campuses.  @Dal_Ag_Students @Dalh…'}","{'date': '02/12/2018, 18:21:27', 'full_text': 'RT @ElaineCraigDal: Nonfiction Book Review: Putting Trials on Trial: Sexual Assault and the Failure of the Legal Profession by Elaine Craig…'}"
2935,"{'date': '12/09/2016, 13:55:58', 'full_text': ""RT @Dalnews: Welcome to all of the delegates at today's 50 Years of Human Rights Conference! @NSHumanRights @Dal_FHP #HumanRights https://t…""}","{'date': '12/10/2015, 15:13:03', 'full_text': 'RT @GE_Canada: From scary to spectacular: @GEHealthcare &amp; @IWKHealthCentre transform scans into adventures https://t.co/xzX8CaRPeq https://…'}","{'date': '01/29/2018, 00:09:00', 'full_text': 'Gather with fellow AC alumni in the private skybox as the Truro Jr. A Bearcats take on the Amherst Ramblers. https://t.co/J8iqHiU7rF https://t.co/StDmVM1uHl'}","{'date': '02/12/2018, 18:02:05', 'full_text': 'RT @Liberal_Studies: Hi #Halifax! Come join us at @SchulichLaw tonight at 5pm in room 305 for our event with Bruce Pardy, who will be speak…'}"
2936,"{'date': '12/09/2016, 13:28:08', 'full_text': '3rd Annual Food Drive for @FEEDNOVASCOTIA is happening in Henry Hicks Bldg, starts Dec 12. Each dept. will collect food/cash until Dec 21.'}","{'date': '12/09/2015, 18:58:07', 'full_text': '@SimonSomogyi First-years spend 1 week observing rural physician and clerks have chance to spend most of third-year in a small community 2/2'}","{'date': '01/28/2018, 23:44:43', 'full_text': 'RT @dalacrams: Badminton @dalacrams finish tournament at home in 5th spot @dalagriculture on Sat Jan 27'}","{'date': '02/12/2018, 18:00:45', 'full_text': 'RT @HealthLawAtDal: Join us Friday at 12:10: ""Fostering an Effective Relationship with the Medical Expert"" with Amy Ornstein, Dalhousie Fac…'}"
2937,"{'date': '12/09/2016, 13:19:12', 'full_text': 'RT @hfxnovascotia: And then there was snow! 🌨🌨🌨 Photo by @chantallapo on @instagram #Halifax #NovaScotia https://t.co/ILdVnnd5br'}","{'date': '12/09/2015, 18:56:19', 'full_text': '@SimonSomogyi Hi Simon. Our MD program exposes med students to practice in small communities in hopes the stay where they train 1/2'}","{'date': '01/28/2018, 23:44:41', 'full_text': 'RT @dalacrams: @ACAA_AASC Badminton results from Sat Jan 27 Tourney at Dal Ac. 1st-MTA 76; 2nd-UKC 68 ; 3rd-USA 44; 4th-HC 35; 5th-DAL AC 2…'}","{'date': '02/12/2018, 17:15:37', 'full_text': 'RT @CBA_News: Law students: Enter your law school Canadian real property paper for your chance to win $500.00! https://t.co/rKdVUkCAxJ http…'}"
2938,"{'date': '12/08/2016, 19:35:11', 'full_text': ""Don't miss Opening Reception for Student, Staff, Faculty &amp; Alumni Exhibition, tonight, 4-6 pm, Dal Art Gallery. https://t.co/973o4gFRYw""}","{'date': '12/08/2015, 15:10:02', 'full_text': ""Learn about research at Hfx's Brain Repair Centre, stroke, epilepsy, brain cancer &amp; more @ BRC public forum, Dec 16: https://t.co/9M91YDSlly""}","{'date': '01/28/2018, 23:44:38', 'full_text': 'RT @dalacrams: W Vball in @ACAA_AASC league play today @dalacrams won the match 3-0 over @USainteAnne dragons in Church Point 25-14,25-18,2…'}","{'date': '02/12/2018, 17:15:18', 'full_text': ""RT @DalStudentLife: Looking for a pre- #DalentinesDay treat? Head over to the @DalBookstore\nfor Susie's Shortbreads pop-up shop happening t…""}"
2939,"{'date': '12/08/2016, 18:10:15', 'full_text': ""Good info. to share with colleagues. How to foster an inclusive campus environment during December 'Holiday Season'. https://t.co/arfSvBshaF""}","{'date': '12/08/2015, 14:24:42', 'full_text': 'RT @Dalnews: Today @DalEngineering first-years demo their design projects to help the visually impaired. https://t.co/IwqsPbayyn https://t.…'}","{'date': '01/28/2018, 22:27:37', 'full_text': 'RT @dalacrams: Men’s Basketball @ACAA_AASC league play this wkend - @dalacrams on road vs @TommiesSTU Sat Tommies win 75-71 and today @dala…'}","{'date': '02/12/2018, 17:15:06', 'full_text': 'RT @DalStudentLife: The 2018 IMPACT Award nominations deadline is THIS FRIDAY: Feb. 16 at 11:59pm. Have you nominated anyone? Did you know…'}"
2940,"{'date': '12/08/2016, 16:55:02', 'full_text': 'Register for the next Pain Support Group, Jan 20. Members share experiences working w/pain, resources &amp; support. https://t.co/laU8pZ9iM6'}","{'date': '12/07/2015, 18:20:12', 'full_text': ""#DalMedSchool's Dr. Balwantray Chauhan recognized by Alcon Research Institute for contributions to vision research: https://t.co/0zrngoPQXV""}","{'date': '01/28/2018, 14:35:16', 'full_text': 'RT @BioscienceNB: RT @dalagriculture: As a unique soil mapping system consistently gains popularity across Canada, a new researcher at Dalh…'}","{'date': '02/12/2018, 16:23:53', 'full_text': 'Young lawyers looking for more flexibility | Law Times https://t.co/eqPIudFLi9'}"
2941,"{'date': '12/08/2016, 15:29:18', 'full_text': ""RT @NS_Archives: Great news! Nova Scotia's Viola Desmond will be featured on the new $10 Canadian banknote! https://t.co/pe34zWDcwr""}","{'date': '12/07/2015, 17:47:49', 'full_text': ""Congrats to #DalhousieU's Emily Pelley and Maike van Niekerk, @redcrosscanada Young Humanitarian Award winners: https://t.co/DF1qxZmZoS""}","{'date': '01/28/2018, 14:27:11', 'full_text': 'RT @dalacrams: Woodsmen Team almost back to Campus. @dalacrams Men’s A 4th, B 7th. ;  Women’s A 3rd , B 5th at MacDonald Campus Competition…'}","{'date': '02/12/2018, 16:03:50', 'full_text': 'RT @ProfessorRotman: As tweeted by my wonderful new colleague @bisi_akins we are, indeed, hiring for a limited-term position @SchulichLaw.…'}"
2942,"{'date': '12/08/2016, 14:45:11', 'full_text': ""If you're looking for HR's Talent Management team you'll now find them in Rm 150, Henry Hicks Building.""}","{'date': '12/07/2015, 14:20:25', 'full_text': 'RT @workatdal: While #DalBeCounted wraps up Dec. 7, the census can be filled out any time - https://t.co/5TYKikDxIQ https://t.co/IIlWgaXgYJ'}","{'date': '01/27/2018, 20:11:52', 'full_text': 'RT @dalacrams: @ACAA_AASC Badminton @dalacrams  @dalagriculture https://t.co/WIePdfgb2m'}","{'date': '02/12/2018, 16:03:42', 'full_text': 'RT @adelina_iftene: Join us for a 1 year teaching position @SchulichLaw https://t.co/mO85sI8Uhk'}"
2943,"{'date': '12/08/2016, 13:33:12', 'full_text': 'RT @Dal_Alumni: Recognize a #DalAlumni who gives their time &amp; talents to benefit their community or society. Submit your nomination: https:…'}","{'date': '12/07/2015, 14:03:15', 'full_text': 'RT @CarolynatDal: Congratulations to Jocelyn Downey on being awarded a very prestigious Trudeau Fellowship. She has the ""power of Dal"" http…'}","{'date': '01/27/2018, 20:11:48', 'full_text': 'RT @dalacrams: Great men’s singles match at @ACAA_AASC  event hosted by @dalacrams @dalagriculture https://t.co/vM8UkG8jXA'}","{'date': '02/12/2018, 16:03:15', 'full_text': 'RT @DanaLyn_Dal: Come give your feedback and share your thought on the draft policy tonight at 5:30. @SchulichLaw https://t.co/jgyJOMVe7W'}"
2944,"{'date': '12/07/2016, 19:55:19', 'full_text': ""Sponsor a student's meal for $20 or more as part of the International Student Holiday Dinner. Details: https://t.co/sQj4IDMeOg""}","{'date': '12/04/2015, 17:35:52', 'full_text': 'RT @DrCChambers: We have the power of Dal! Learn more about our world-class research https://t.co/fzpiS8n9Gu #DalPower @Dalnews @DalScience…'}","{'date': '01/27/2018, 20:11:42', 'full_text': 'RT @dalacrams: @dalacrams Woodsmen at Macdonald Campus for 3rd CILA Competition of 2017-18 Go Rams!!  @dalagriculture https://t.co/5DkDu3To…'}","{'date': '02/12/2018, 16:03:09', 'full_text': ""RT @RunnymedeSoc: It's a busy day for Runnymede! We've got events lined up @DroitMTL @LAWMcGill @SchulichLaw #RunnymedeDebates #RunnymedeTa…""}"
2945,"{'date': '12/07/2016, 18:30:26', 'full_text': 'Reminder:  @dalagriculture is having a Tree Lighting tonight, 4pm, outside of the library. Hot chocolate &amp; cookies &amp; everyone is welcome!'}","{'date': '12/04/2015, 13:59:43', 'full_text': 'RT @Dal_Alumni: Friday at noon: hear some 3-minute theses from @DalGradStudies students for the #KnowYourDal pop-up lecture! https://t.co/F…'}","{'date': '01/27/2018, 19:08:00', 'full_text': 'Gather with fellow AC alumni in the private skybox as the Truro Jr. A Bearcats take on the Amherst Ramblers. https://t.co/J8iqHiU7rF https://t.co/JxtGGv1jM7'}","{'date': '02/12/2018, 16:02:40', 'full_text': 'RT @dtanovich: @woolleylaw @OHLSGradPrgmDir @ElaineCraigDal Great panel! https://t.co/RR2xDG2VdL'}"
