,DalManagement,EventsAtDal,DalPres
159,"{'date': '06/04/2019, 12:37:31', 'full_text': 'Attention returning Commerce and Management students! Want to be part of an unforgettable educational experience? Applications are now open for the Rowe Israel Exchange Program, Summer 2020! \nFor more information: https://t.co/zx1Go4QqB8 \nTo apply: https://t.co/vIdGbmM071 https://t.co/8GMoQb4lSx'}","{'date': '08/29/2016, 13:06:41', 'full_text': 'Enchanted forest, or the grounds of Shirreff Hall? You decide: https://t.co/Vv9ybhPtO7 #DalWeddings (@TopherandRae) https://t.co/xuKbuwmrP8'}","{'date': '09/28/2019, 19:03:28', 'full_text': 'Day two of our @DalhousieU student-run Sustainable Oceans Conference. Closing keynote presentation by Dr. Emma McKinley - on connections between people and the sea. The ocean matters to all of us! https://t.co/OrnGIueRU7'}"
160,"{'date': '06/02/2019, 14:40:09', 'full_text': 'MPA(M) #DalGrad Kyla Kakfwi-Scott explores the theory behind her practice as an Indigenous leader.  https://t.co/aZ8uXhDLnz\n@DalhousieSPA @DalGradStudies @DALCEGE https://t.co/525Pp0cO60'}","{'date': '08/25/2016, 16:09:03', 'full_text': 'T-minus 9 days until our campus becomes alive with students once again: https://t.co/iOupoGNhs3 #DalBound #BlackandGold'}","{'date': '09/27/2019, 22:10:42', 'full_text': '@DalhousieU Sustainable Oceans Conference starting off! Student organized and student run! Well done Marine Affairs! Elder Geri giving a welcome. Looking forward to the weekend. https://t.co/xJFnZ5txmO'}"
161,"{'date': '06/01/2019, 21:37:41', 'full_text': 'RT @DalFoMAlumni: @DalManagement https://t.co/4gSA5hTCrS'}","{'date': '08/24/2016, 12:52:11', 'full_text': ""We're looking forward to seeing a bike lane go up on University Ave. in #Halifax: https://t.co/6C5BH7UIQU https://t.co/l6vTOnO2t5""}","{'date': '09/27/2019, 18:22:13', 'full_text': ""All are invited to attend #DalhousieU's 10th Annual Mawio'mi on Monday. I hope to see you there! https://t.co/ZdB3E2uX7C""}"
162,"{'date': '06/01/2019, 21:35:24', 'full_text': 'RT @DalFoMAlumni: Congratulations to all the @DalManagement grads who walked across the stage today! Welcome to the #DalhousieAlumni family…'}","{'date': '08/22/2016, 22:50:26', 'full_text': ""What make our #DalWeddings oh-so extra special? @DalFoodServices' catering team, of course: https://t.co/Vv9ybhxSWz https://t.co/zU3LcYVzwH""}","{'date': '09/27/2019, 02:12:00', 'full_text': 'We have fantastic people. @DalhousieU professor Alison Thompson receiving her award for Educational Leadership from the Association of Atlantic Universities today in New Brunswick. Wearing Pink for Dal pink day! #DalProud https://t.co/GEnD8hN78r'}"
163,"{'date': '06/01/2019, 20:11:56', 'full_text': 'RT @DalChancellor: Our Chair in Finance Dr Iraj Fooladi and I congratulate Samantha Kelemen on receiving her Bachelor of Commerce degree th…'}","{'date': '08/21/2016, 13:37:11', 'full_text': 'Welcome to the Twittersphere, @DalArtsCentre!'}","{'date': '09/26/2019, 19:52:06', 'full_text': 'RT @AAU_AUA: Congratulations to the 2019 AAU Teaching Awards recipients: Dr. Martin Wielemaker @UNBFredericton ; Dr. Alison Thompson @Dalho…'}"
164,"{'date': '06/01/2019, 20:11:48', 'full_text': 'RT @DalChancellor: Congrats to Karen Mutyabule and her family who traveled from Uganda to watch her receive her Bachelor of Commerce degree…'}","{'date': '08/20/2016, 22:43:36', 'full_text': ""We're celebrating Mr. and Mrs. Blenkhorn tonight! #DalWeddings https://t.co/U7XUl132wO""}","{'date': '09/26/2019, 13:50:54', 'full_text': 'Well done Dr. Marshall! #DalProud https://t.co/c8WulZLFCE'}"
165,"{'date': '06/01/2019, 20:11:11', 'full_text': 'RT @DalChancellor: Congratulations to all of today’s @DalManagement graduates!'}","{'date': '08/20/2016, 13:59:54', 'full_text': 'Today is our last wedding of the summer season in Shirreff Hall! https://t.co/Vv9ybhxSWz #DalWeddings https://t.co/MVVkiqUore'}","{'date': '09/26/2019, 13:50:26', 'full_text': 'RT @DalhousieU: Dr. Jean Marshall, a professor in #DalhousieU’s Department of Microbiology &amp; Immunology, has become one of the newest Canad…'}"
166,"{'date': '06/01/2019, 20:11:05', 'full_text': 'RT @DalMCS: New grads: have you completed the\u202f @DalManagement \u202fExit Survey yet? Help the Faculty of Management better understand the career…'}","{'date': '08/19/2016, 18:41:41', 'full_text': 'Today, our #Halifax office wishes our teammate @CourtneyLarkin all the best in her new position at #DalhousieU! https://t.co/DHCnUrf5kz'}","{'date': '09/26/2019, 12:03:49', 'full_text': 'In New Brunswick today for Association of Atlantic Universities President meeting, but absolutely wearing pink for @DalhousieU! https://t.co/yZfJru0RfL'}"
167,"{'date': '06/01/2019, 20:10:58', 'full_text': ""RT @DalhousieU: That's a wrap on spring #DalGrad 2019. Congratulations to @DalManagement grads, and all who graduated earlier this week! 🎓…""}","{'date': '08/18/2016, 12:13:30', 'full_text': 'Our team had a great time on the @MurphysHalifax Harbour Hopper last night! #StayAtDal https://t.co/2ARBtzIBjE'}","{'date': '09/26/2019, 12:01:52', 'full_text': 'Absolutely. Very well said! And so true. https://t.co/Zbfz6NJjWx'}"
168,"{'date': '06/01/2019, 16:30:07', 'full_text': 'For BMgmt #DalGrad Sagar Sahota, every minute of his time in the Bachelor of Management program was an opportunity: for friendship, for networking, for learning and building an exciting career. https://t.co/xwiAVrcO3V https://t.co/9HKdNopjfR'}","{'date': '08/15/2016, 00:55:10', 'full_text': ""We loved hosting students of #DalhousieU's Aboriginal Health Sciences Camp last month: https://t.co/ZM2S7ESvcK""}","{'date': '09/25/2019, 22:25:13', 'full_text': 'RT @MarloShinyei: Exciting times @DalhousieU! https://t.co/8UG9RXdq9m'}"
169,"{'date': '06/01/2019, 16:21:12', 'full_text': ""RT @HagenMarianne: So very happy to see students walk across the stage today #DalGrad @RoweBusiness @Aubert_RSB_Dal it's a bitter sweet fee…""}","{'date': '08/10/2016, 00:39:51', 'full_text': 'Looking for event/meeting space in #Halifax or #Truro? We have 250+ venues to choose from: https://t.co/E9RxgyUIS0 https://t.co/HM1yR5hnhU'}","{'date': '09/25/2019, 20:17:45', 'full_text': 'Fantastic new series by our even more fantastic @DalhousieU Comminications and Marketing team! Dal is so many things, with so many types of people. That’s what makes us amazing. Thank you to all of you! https://t.co/CHgu2psrvi'}"
170,"{'date': '06/01/2019, 12:45:51', 'full_text': 'RT @RoweBusiness: “I love new challenges and like to learn new things. Be a Dal Tiger!” ---BComm #DalGrad Tiger Li. https://t.co/SLY3DEv5VE…'}","{'date': '08/09/2016, 16:15:58', 'full_text': 'We ♥️ hosting @SHADnetwork students each summer in #Halifax: https://t.co/oCtrWQFDCO https://t.co/qN0BWhaV8z'}","{'date': '09/24/2019, 12:02:40', 'full_text': 'Thank you to staff and faculty members who attended last week’s Strategic Planning Retreat! Please complete the feedback survey and submit your nominations for self-study teams by Friday. https://t.co/ZdB3E2uX7C'}"
171,"{'date': '06/01/2019, 12:20:39', 'full_text': 'RT @DalStudentLife: Congratulations to the Faculty of Management! 🎓🎉 https://t.co/6h3LyIrk8B'}","{'date': '08/08/2016, 16:41:13', 'full_text': 'Until Aug. 15, overnight guests in #Halifax receive complimentary parking: https://t.co/VILfNdzLzf https://t.co/CqLKy9smCQ'}","{'date': '09/23/2019, 11:50:03', 'full_text': '@jacquie_gahagan @DrCChambers @LandonGetz @DalHealth @DalhousieU Absolutely. The desire to learn and grow is definitely not a weakness! I would love to see us encourage a culture where more conversations about mentoring and leading (among other things) are invited and accepted. Is definitely one of my goals, anyway.'}"
172,"{'date': '05/31/2019, 22:06:56', 'full_text': 'MPA #DalGrad Nora Allen interned with the Department of National Defence. She grew up in Victoria, BC, but the east coast stole her heart. Good luck in St. John’s, Nora!  @DalhousieSPA https://t.co/8IJf2LZmC1 https://t.co/g9rtSE3CJI'}","{'date': '08/07/2016, 14:58:34', 'full_text': 'Weddings in Shirreff Hall are simply one-of-a-kind: https://t.co/Vv9ybhxSWz #DalWeddings https://t.co/V4P0NwieZR'}","{'date': '09/21/2019, 21:57:59', 'full_text': 'Listening to @DalhousieU scholarship student Kendall Sanders speaking at the 50th Anniversary dinner for the Nova Scotian Black Educators Association. Congratulations to the BEA and to Kendall! #DalProud https://t.co/iH6uEo1zOt'}"
173,"{'date': '05/31/2019, 15:16:31', 'full_text': 'RT @Dal_Alumni: Today at 12 p.m. we have two #OpenDialogue lectures as a part of #DalAlumniDays! Lunch and learn with us on the topics of h…'}","{'date': '08/05/2016, 19:28:28', 'full_text': 'Visiting #Halifax this month? #StayAtDal, minutes from the action of our downtown core: https://t.co/VILfNdzLzf https://t.co/0UT6grEU6t'}","{'date': '09/20/2019, 22:31:38', 'full_text': 'Incredible to be at the @DalhousieU Schulich School of Law reunion evening tonight. East Coast LAWbster Dinner! Well done class of ‘69 for most in attendance. And well done class of ‘74 for your fundraising efforts and all around excellence. #DalProud @SchulichLaw https://t.co/ER76MNtdNP'}"
174,"{'date': '05/31/2019, 15:16:16', 'full_text': 'RT @Dal_Alumni: Meet the #OpenDialogue panelist on immigration. Gregory Adolphe-Nazaire immigrated from Haiti and is an award-winning teach…'}","{'date': '08/03/2016, 18:39:38', 'full_text': 'We only have a handful of 2017 (May-Aug.) wedding dates left! Visit https://t.co/Vv9ybhxSWz to learn more. #DalWeddings'}","{'date': '09/19/2019, 22:49:07', 'full_text': 'Atlantic Provinces Economic Council 65th year anniversary dinner. Honourable Scott Brison providing keynote remarks. Nova Scotia rising! #dalproud https://t.co/GytRWZPHuQ'}"
175,"{'date': '05/30/2019, 20:11:28', 'full_text': 'RT @RoweBusiness: Bronwyn Worrick @dalmba #RoweGrad: “I wanted to go into business to make change from within."" https://t.co/8U6pcuQRTv htt…'}","{'date': '08/02/2016, 18:25:07', 'full_text': 'Shirreff Hall has never looked so good, thanks to the McGraths: https://t.co/E49L4sISep #DalWeddings https://t.co/id5Yh5ombl'}","{'date': '09/18/2019, 01:45:27', 'full_text': 'So much good stuff today with our fantastic faculty and staff developing our next strategic action plan! Thank you everyone who could be there. @DalhousieU is in good hands! https://t.co/o7Oo7O5T7T'}"
176,"{'date': '05/29/2019, 16:29:07', 'full_text': 'MI #DalGrad Rachel Fry from @dalsimnews explores what it means to be a librarian today.\nhttps://t.co/kvviN0miTU https://t.co/gqT3k32Oka'}","{'date': '08/01/2016, 19:08:49', 'full_text': 'Reminder that our office is closed today but overnight accommodations in #Halifax are still available: https://t.co/VILfNdzLzf'}","{'date': '09/18/2019, 01:40:38', 'full_text': 'Great to see you there! https://t.co/b2oQl4ltOZ'}"
177,"{'date': '05/29/2019, 16:12:38', 'full_text': 'RT @DalhousieU: #DalhousieU students and staff came together last week as the university hosted its first ever Ramadan Iftar with a communi…'}","{'date': '07/30/2016, 14:56:22', 'full_text': 'Our office is closed this #NatalDay Monday. Have a great long weekend, #Halifax and #Truro! https://t.co/qRLvif5zew'}","{'date': '09/17/2019, 22:17:43', 'full_text': '@RyanMcNutt Fabulous!!!! Love Disney. And honeymoon buttons look perfect. Congratulations again!'}"
178,"{'date': '05/29/2019, 13:01:54', 'full_text': ""RT @DalGradStudies: Ta-da! Witness the transformation from PhD candidate to PhD recipient⚡️👨🏽\u200d🎓! One of the world's most difficult magic tr…""}","{'date': '07/27/2016, 13:16:08', 'full_text': 'Our new LeMarchant Place residence is open to the public and features private washrooms: https://t.co/VILfNdzLzf https://t.co/yY0csXrZTT'}","{'date': '09/17/2019, 22:15:55', 'full_text': 'It was great to have you there! https://t.co/8ks4D2J8fV'}"
179,"{'date': '05/29/2019, 09:15:09', 'full_text': '“I’m really interested in how we shift our major systems, like energy production, transportation, buildings, waste and so on, to minimize resource strain and greenhouse gases.” -- MREM #DalGrad Simone Charron. https://t.co/rJIIx3OA6O https://t.co/8GbtN8TsoP'}","{'date': '07/26/2016, 12:19:23', 'full_text': 'RT @shadvalleydal: 2 of our Shads were on @globalhalifax this a.m. to talk about @SHADnetwork &amp; food security. https://t.co/mym3w8YEaz http…'}","{'date': '09/15/2019, 17:53:44', 'full_text': 'Thank you to the amazing people who kept the campus safe! https://t.co/8l5MwSkBwu'}"
180,"{'date': '05/29/2019, 01:06:20', 'full_text': '""This career path is exactly what I would like it to be and I feel so fortunate.” --MES #DalGrad Emily Davis on her new role at @consult_dillon. https://t.co/4IJuAUBzRU https://t.co/E657b5oeT1'}","{'date': '07/21/2016, 16:27:13', 'full_text': 'Howe Hall is both a public accommodation option (from May-Aug.) AND @PokemonGoApp Pokéstop. #StayAtDal https://t.co/mKeQ79sYDD'}","{'date': '09/15/2019, 03:49:36', 'full_text': 'It was great to be there! https://t.co/SH9DXIl3yE'}"
181,"{'date': '05/28/2019, 17:22:30', 'full_text': ""Congrats to these @dalfcs #DalGrad's. Their start-up ReelData was part of @LaunchDal's Accelerator program. https://t.co/b2bgvN6izy""}","{'date': '07/20/2016, 23:06:17', 'full_text': 'Will you be joining us and @dalagriculture tomorrow in #Truro? #dalcommunityday https://t.co/VUnHtB9OX9'}","{'date': '09/15/2019, 02:52:08', 'full_text': 'Congratulations @iwaldron2165  for a fantastic release tonight at the Halifax Film Festival. Your work matters. https://t.co/CtdvozGOJb'}"
182,"{'date': '05/28/2019, 16:54:30', 'full_text': 'Each project team is composed of students from our @dalmba, MLIS (@dalsimnews) MPA (@DalhousieSPA) and Resource/Environmental Management (MREM and MES) students.'}","{'date': '07/20/2016, 16:00:28', 'full_text': 'From May-Aug. each year, we open our residences to the public: https://t.co/VILfNdzLzf #StayAtDal https://t.co/E7omfUk50z'}","{'date': '09/14/2019, 17:37:15', 'full_text': 'What fun! https://t.co/RPxKOEXSR4'}"
183,"{'date': '05/28/2019, 16:49:53', 'full_text': 'Our Management Without Borders class is seeking partner organizations that need help with program evaluations, marketing plans or other projects that will provide our grad students the opportunity to develop and hone their technical management skills. https://t.co/J1zceTMSHj https://t.co/IKJFV0SNXe'}","{'date': '07/19/2016, 21:10:31', 'full_text': '🌈❤️🐯 #ProudAtDal  https://t.co/beKhBQDwK2'}","{'date': '09/13/2019, 22:29:01', 'full_text': 'Welcome class of 2023!!! We are glad you are here. https://t.co/8HmsXcQ4Cm'}"
184,"{'date': '05/28/2019, 14:32:31', 'full_text': 'RT @RoweBusiness: Congrats to Heather Frausell from the @dalmba office who received the 2019 @DalGradStudies Distinguished Service Award fo…'}","{'date': '07/19/2016, 16:17:06', 'full_text': ""Head's up to our summer guests: There are prizes to be won at our @DalBookstore!  https://t.co/NIdhHLzAe0""}","{'date': '09/12/2019, 22:08:21', 'full_text': 'Looking forward to it! https://t.co/vbg0vCrwTW'}"
185,"{'date': '05/28/2019, 14:05:42', 'full_text': 'RT @dalsimnews: Conor Falvey: Responding to the Challenges of Virtual Teams @DalManagement \n\nhttps://t.co/QT9RgETYR9'}","{'date': '07/19/2016, 13:21:23', 'full_text': 'Our new LeMarchant Place residence includes 2, 3 &amp; 4 bedroom suites w/ air conditioning: https://t.co/VILfNdzLzf https://t.co/wvU3xNRcXt'}","{'date': '09/12/2019, 22:07:31', 'full_text': 'It was great to be there! https://t.co/V4d11F31NH'}"
186,"{'date': '05/27/2019, 22:47:19', 'full_text': 'RT @RoweBusiness: For Bachelor of Commerce grad Eryn Green, adventure was top of mind when she chose Dalhousie.https://t.co/3BDvmJnQ9F http…'}","{'date': '07/19/2016, 00:49:38', 'full_text': 'See our new #DalWeddings view book right here: https://t.co/sm7gLedi8v https://t.co/kn1kslbUaI'}","{'date': '09/12/2019, 01:50:33', 'full_text': 'Well deserved! Thank you to all who help keep us safe and fed! https://t.co/08veH587Ci'}"
