,DalArtsCentre,Dal_CSS,DalIntcentre
252,"{'date': '07/05/2019, 19:05:03', 'full_text': ""It's hot out there, #Halifax! The beautiful weather today is a great reminder to get tickets to the Cape Breton Summertime Revue, a fan-favourite around these parts! To purchase tickets to the July 30 show: https://t.co/gqPE5JKgNE https://t.co/d5Vld9sSca""}","{'date': '03/26/2016, 14:24:37', 'full_text': 'Geek Films tonight! Come see The Matrix in style. Free pizza, pop, and popcorn. B00# is needed! @DalAfterDark https://t.co/u1ijJJ0313'}","{'date': '01/05/2019, 16:30:51', 'full_text': 'Great for advice from the Writing Centre! #dalinternationalo https://t.co/LkJYUifUCs'}"
253,"{'date': '07/04/2019, 11:50:16', 'full_text': ""It's not too late to purchase your tickets to An Evening with @dawestheband : Passwords Tour in the Rebecca Cohn Auditorium on September 14, presented by @SonicConcerts! #Halifax https://t.co/bhbbnvzTsV""}","{'date': '03/23/2016, 14:37:21', 'full_text': ""RT @DalWiTS: We won't be meeting today, but will see you next week at our AGM!\nJoin us at 7pm March 30th in the Jacob Slonim... https://t.c…""}","{'date': '01/05/2019, 16:05:54', 'full_text': 'A record number of new international students are joining us for orientation. Welcome to Dal!! #dalinternationalo @DalNews @daldisa https://t.co/FmG4H9tqep'}"
254,"{'date': '06/27/2019, 15:02:21', 'full_text': 'HOLIDAY CLOSURE: The Dalhousie Arts Centre Box Office and Administration Office will be closed on Monday, July 1, for Canada Day. Regular hours resume Tuesday, July 2. Tickets can be purchased 24/7 online: https://t.co/gqPE5JKgNE #Halifax https://t.co/TaM7OeNpmy'}","{'date': '03/23/2016, 11:41:14', 'full_text': 'RT @GrantGWells: Dropping the puck with @HockeyGeekGirl on creating an online resume @dalfcs @NSCADUniversity @SMUHalifaxNews https://t.co/…'}","{'date': '01/04/2019, 18:43:25', 'full_text': 'Dalhousie International student orientation is about the begin...it’s a full house! @daldisa @DalNews #dalinternationalo https://t.co/mTwfFX8YDT'}"
255,"{'date': '06/26/2019, 19:04:40', 'full_text': 'The weather may be too dreary to go golfing on this weekend but you could always buy tickets to @Fehertwit (David Feherty): Live Off Tour in the Rebecca Cohn Auditorium instead. The show,on July 27, is presented by @JonesEntGroup. To purchase: https://t.co/gqPE5JKgNE #Halifax https://t.co/F5D2PxPFWN'}","{'date': '03/22/2016, 19:44:20', 'full_text': 'RT @AtlSecCon: Pleased to announce Dalhousie as an educational sponsor of #AtlSecCon 2016! @Dalnews @DalWiTS @dalinfosec @dalfcs https://t.…'}","{'date': '12/24/2018, 20:37:36', 'full_text': 'Happy Christmas Eve from the International Centre. Join us for cookies and hot chocolate - and gingerbread house trimming! Thank you Ryan and David of Dal Security for joining us!! @Dalnews @DalSecurity https://t.co/oU2DEjIiYT'}"
256,"{'date': '06/24/2019, 15:06:51', 'full_text': '#Halifax! Tickets to @johnbcrist: Immature Thoughts Tour in the Rebecca Cohn Auditorium on November 13 officially go on sale tomorrow but use the presale code ""CHECKYOURHEART"" to get them NOW! To purchase: https://t.co/gqPE5JKgNE https://t.co/WXmwtfKReH'}","{'date': '03/22/2016, 03:21:03', 'full_text': 'RT @mimivcahill: Great turnout at the #Azure #machinelearning workshop with @HockeyGeekGirl at @dalfcs. https://t.co/r2qFqqyiiU'}","{'date': '12/21/2018, 23:09:34', 'full_text': 'The International Centre is full of holiday cheer tonight! Thank you Calvino and Sharon and family! @Dalnews https://t.co/xu08FvoO0W'}"
257,"{'date': '06/22/2019, 22:29:25', 'full_text': ""RT @SonicConcerts: A handful of tickets have been released for tonight's @matt_andersen show w/ @themellotones &amp; @bobbybazini at the @DalAr…""}","{'date': '03/21/2016, 10:58:12', 'full_text': 'RT @cbcdocs: ""The jobs are here, we don\'t have workers to fill them.""  Why don\'t women choose IT @CodeFilm #PassionateEye tonite\nhttps://t.…'}","{'date': '12/21/2018, 18:45:13', 'full_text': 'Tabasa is preparing for Winter 2019 Orientation. We’re ready to welcome new students to Dal!! @Dalnews @daldisa https://t.co/NlKiF8Olq0'}"
258,"{'date': '06/21/2019, 20:21:03', 'full_text': 'Join comedian @johnbcrist in the Rebecca Cohn Auditorium on November 13 as part of his Immature Thoughts Tour! Tickets go on sale June 25 at noon, #Halifax. https://t.co/hbMthcnowg'}","{'date': '03/20/2016, 20:04:16', 'full_text': 'LIVE on #Periscope: Game Jam Round II Demos https://t.co/74TGz1rlkm'}","{'date': '12/20/2018, 21:57:12', 'full_text': 'RT @WaterlooINT: More reasons to #StudyAbroad - Some surveys show that 80%+ of Canadian hiring managers see ""cross-cultural understanding""…'}"
259,"{'date': '06/21/2019, 18:29:01', 'full_text': ""Check out this great video of @BostonSymphony playing I'm Shipping Up to Boston by @DropkickMurphys. What would our theme song be, #Halifax? Would our friends over at @SymphonyNS be playing Barrett's Privateers?https://t.co/Gz39uNPLo0""}","{'date': '03/20/2016, 19:43:09', 'full_text': ""Only 20 minutes left before demos! We'll have a live Periscope soon. The games are looking awesome! #DalCSSGameJam https://t.co/yO40UifIjk""}","{'date': '12/20/2018, 14:27:07', 'full_text': 'Congratulations to Kewoba Carter, Canada’s newest citizen!!! https://t.co/jmsV1hbRGc'}"
260,"{'date': '06/21/2019, 14:20:21', 'full_text': '#Halifax! Tickets to @rendcollective in the Rebecca Cohn Auditorium on September 22 go on sale today at noon! To purchase: https://t.co/gqPE5JKgNE https://t.co/H0WEed049e'}","{'date': '03/20/2016, 15:05:16', 'full_text': 'Day two of the #DalCSSGameJam. Everyone is working hard for that 6oclock deadline! https://t.co/S0OVqOELWO'}","{'date': '12/18/2018, 23:28:12', 'full_text': 'The International Student Holiday dinner is in full swing at Shirreff Hall! Thank you Women’s Division and Halifax Chapter of Dalhousie Alumni!!  \u2066@Dalnews\u2069 https://t.co/hRae9BKvqX'}"
261,"{'date': '06/19/2019, 20:53:56', 'full_text': 'Congratulations to all #DalhousieU Legacy Award recipients! We extend a special congratulations to our fellow Ancillary Services staff, Heather Sutherland and Linda Parker, for their Environmental Health and Safety Award! https://t.co/HPNyUJ0lJg'}","{'date': '03/20/2016, 00:54:05', 'full_text': ""Sometimes the consequence of being more creative is slower progress. But hey, it's a cute square. #DalCSSGameJam https://t.co/Vw8tibkTBC""}","{'date': '12/17/2018, 15:58:55', 'full_text': 'The International Centre holiday elves are on their way to deliver goodie bags to residence residents. Happy Holidays!! https://t.co/ASof5C9bHF'}"
262,"{'date': '06/18/2019, 17:25:27', 'full_text': ""RT @DalhousieU: Have you registered for the 2nd annual Legacy Awards? It's tomorrow! See you there. 👋🏼 Details and RSVP: https://t.co/OFfP4…""}","{'date': '03/19/2016, 23:40:08', 'full_text': 'Things are still exciting here in @shiftkeylabs. The night never bothered me anyway🎼 #DalCSSGameJam https://t.co/1YO57oMQhy'}","{'date': '12/17/2018, 15:22:31', 'full_text': 'International students - don’t forget to pick up your ticket for the Holiday Dinner that’s happening tomorrow! Tickets are NO COST but you must have one to attend. https://t.co/OD9YAIXIPw'}"
263,"{'date': '06/18/2019, 11:56:07', 'full_text': 'Have you heard? @rendcollective is bringing their Revival Anthem Tour to the Rebecca Cohn Auditorium on September 22. Tickets officially go on sale this Friday at noon but you can sign up for the Exclusive Fan Pre-sale here: https://t.co/OnkYZqXnBD #Halifax https://t.co/LR67yoFf0k'}","{'date': '03/19/2016, 19:01:05', 'full_text': 'LIVE on #Periscope: Game Jam Round II  https://t.co/dRUFxrqd9F'}","{'date': '12/14/2018, 02:41:31', 'full_text': 'https://t.co/guUhIzc5ea'}"
264,"{'date': '06/17/2019, 17:32:43', 'full_text': 'SECOND SHOW ADDED: @MattMays (with @skyewallace) will be playing a second show in the Rebecca Cohn Auditorium, presented by @SonicConcerts . Tickets to the November 16 are on sale now! https://t.co/gqPE5JKgNE #Halifax https://t.co/R19MmbTwke'}","{'date': '03/19/2016, 17:01:44', 'full_text': 'Some of us come very prepared with their own monitors! Go hard or go home.\n#DalCSSGameJam https://t.co/c3vhDbeIFf'}","{'date': '12/13/2018, 23:58:03', 'full_text': 'RT @iwom68: Congratulations @StanKutcher - Looking forward to great things! https://t.co/1RyefZTq9A'}"
265,"{'date': '06/17/2019, 17:19:45', 'full_text': 'TONIGHT AT 8PM: Join us in the Rebecca Cohn Auditorium this evening for @lonestarband and @musicalmakayla, presented by @SonicConcerts. Tickets will be available for purchase at the door, #Halifax! https://t.co/X43lWovVqM'}","{'date': '03/19/2016, 13:54:12', 'full_text': ""The Game Jam has begun! Come get snacks while they're crispy!\n#DalCSSGameJam https://t.co/08MEhxWVjv""}","{'date': '12/12/2018, 19:09:07', 'full_text': 'RT @DalMCS: International students like Manwei use their co-op work terms to gain new skills, learn how to succeed in Canadian work environ…'}"
266,"{'date': '06/14/2019, 16:46:11', 'full_text': ""RT @workatdal: Check out all of this year's #DalLegacy award winners who will be recognized on June 19! It's not too late to register to at…""}","{'date': '03/19/2016, 12:18:05', 'full_text': 'Game Jam today at 10! Be there or be jam. @shiftkeylabs @dalfcs #GameJam #WeAreDCS #DalCSSGameJam https://t.co/eGI7EQ1bud'}","{'date': '12/07/2018, 16:52:55', 'full_text': 'The Big Sing is happening in the LeMarchant Atrium - Dal celebrating an amazing 200 years! https://t.co/7r4fxFKLGN'}"
267,"{'date': '06/14/2019, 15:11:36', 'full_text': 'RT @SonicConcerts: #Halifax - Tickets for @MattMays with special guest @skyewallace at the Rebecca Cohn Fri, Nov 15 are on sale now! Get yo…'}","{'date': '03/18/2016, 11:22:57', 'full_text': 'RT @ghc: Want to attend #GHC16? Scholarship applications are open for students &amp; faculty: https://t.co/KZ04ZUOQ2G https://t.co/DIkBC9i51k'}","{'date': '11/25/2018, 23:42:45', 'full_text': 'RT @DalHRES: 16 Days of Activism against Gender-Based Violence is an international campaign which runs from Nov 25th (International Day for…'}"
268,"{'date': '06/14/2019, 14:59:10', 'full_text': 'We have a little line forming at our box office which is not surprising when there are FOUR SHOWS going on sale in less than a minute! https://t.co/VoKTmUlT4z'}","{'date': '03/17/2016, 16:00:43', 'full_text': ""RT @Dalnews: .@dalfcs prof Srini Sampalli discusses the 'serious lapse of security' uncovered at an online ultrasound service https://t.co/…""}","{'date': '11/19/2018, 17:47:08', 'full_text': 'RT @DalStudySuccess: Go on over to the @DalIntcentre at 5:30pm today for a great meal courtesy of @DalMultifaith. #goodfood #goodfriends ht…'}"
269,"{'date': '06/14/2019, 14:28:07', 'full_text': 'Derek Edwards is bringing his ""So Here\'s the Thing..."" tour to the Rebecca Cohn Auditorium on November 1, presented by @ShanteroProd . Tickets go on sale today at noon, #Halifax! To purchase: https://t.co/gqPE5JKgNE https://t.co/DLbFNaRPka'}","{'date': '03/17/2016, 15:12:16', 'full_text': 'RT @dalfcs: Get an introduction to Machine Learning with Susan Ibach - Monday @ 4:30pm in room 430!! @dal_alumni @shiftkeylabs https://t.co…'}","{'date': '11/18/2018, 20:11:48', 'full_text': 'Jennifer Moraweicki of Dalhousie International Research and Development sharing her experience with QES administrators. Thank you Jennifer! \u2066@QEScholars\u2069 \u2066@QESDalhousie\u2069 https://t.co/IBVZGZANAd'}"
270,"{'date': '06/14/2019, 13:27:59', 'full_text': ""DON'T FORGET: @MattMays (with @skyewallace) is bringing his Howl At The Night tour to the Rebecca Cohn Auditorium on November 15, presented by @SonicConcerts. Tickets go on sale today at noon, #Halifax! https://t.co/eMikwJn6DX""}","{'date': '03/17/2016, 14:50:07', 'full_text': 'RT @dalfcs: Happening NOW in the Slonim Room (Rm 430) Culture as Resistance, Culture as Healing - A Poetry Reading https://t.co/N8kZ4BEGmE'}","{'date': '11/06/2018, 21:29:36', 'full_text': 'It’s jollof rice night at the International Centre - one of our many International Education Week events! https://t.co/0nlbltGtfs'}"
271,"{'date': '06/13/2019, 17:37:53', 'full_text': ""DON'T FORGET: Tickets to @thechieftains and Friends: The Irish Goodbye Tour in the Rebecca Cohn Auditorium on October 9, presented by @evenko, go on sale tomorrow at noon! To purchase: https://t.co/gqPE5JKgNE #Halifax https://t.co/D4N1pn4sfq""}","{'date': '03/16/2016, 20:17:10', 'full_text': ""RT @shiftkeylabs: @stefanieloukes Rockin' design to @dalfcs students. Join us! @Dal_CSS  @DalCSGS https://t.co/maz6kTS25b""}","{'date': '11/06/2018, 00:29:47', 'full_text': 'RT @MavenOfMayhem: Your seasonal reminder that you don’t have to understand someone’s sexual orientation or gender identity to be a kind an…'}"
272,"{'date': '06/13/2019, 13:48:40', 'full_text': 'How Deep Is Your Love (for Bee Gees Gold: The Ultimate Bee Gees Tribute )? They join us in the Rebecca Cohn Auditorium on January 12, presented by @VaughnCoEnt . Tickets go on sale this Friday, #Halifax! https://t.co/6HiSoxWbJ4'}","{'date': '03/16/2016, 18:58:56', 'full_text': 'Payment will be pizza and drinks! Also our lovely company. https://t.co/tEzWVmFzhN'}","{'date': '11/06/2018, 00:21:04', 'full_text': 'RT @DamilolaIduye: Having supportive mentors &amp; a loving family who believe that I have all it takes to make a positive influence is pricele…'}"
273,"{'date': '06/12/2019, 17:43:23', 'full_text': 'Get ready to laugh! Join Derek Edwards in the Rebecca Cohn Auditorium on November 1 as part of his ""So Here\'s the Thing..."" tour, presented by @ShanteroProd. Tickets go on sale Friday at noon, #Halifax! https://t.co/QkdzQSauEG'}","{'date': '03/16/2016, 18:34:42', 'full_text': ""There's still time to register for this semester's Game Jam! Food, fun, experience, and mentors. @shiftkeylabs to register! #DalCSSGameJam""}","{'date': '11/06/2018, 00:12:16', 'full_text': 'RT @lstordy: It is heartwarming to see this recognition for a fellow PEislander who is truly in a league of her own. @CoachAStamm  represen…'}"
274,"{'date': '06/12/2019, 13:19:06', 'full_text': '#Halifax! Join @MattMays with @skyewallace in the Rebecca Cohn Auditorium on November 15, presented by @SonicConcerts. Mays describes the Howl at The Night Tour stop as ""an evening that will start off woody and mellow and finish electric and stormy"". Tix on sale Friday at 12pm https://t.co/BsNFZmg0Zi'}","{'date': '03/15/2016, 21:31:51', 'full_text': ""RT @dalfcs: We're enjoying our atrium full of @DalWiTS @DalCSGS @Dal_CSS students, @Dal_Alumni &amp; employers for #WeTalkTech ! https://t.co/i…""}","{'date': '11/03/2018, 17:30:38', 'full_text': 'Modelling some of the apparel to give away at the International Centre winter clothing give away. https://t.co/o7Sy8AMF5Z'}"
275,"{'date': '06/11/2019, 17:31:18', 'full_text': 'RT @SymphonyNS: Ticket packages for our 2019/20 season are on sale now! Our ticket packages save you up to 35%, AND guarantee you the best…'}","{'date': '03/15/2016, 17:11:09', 'full_text': 'RT @shiftkeylabs: Wanna pick up some fundamental design skills? Join us tomorrow at 5 pm https://t.co/xHNAPuvQUM @Dal_CSS @DalWiTS @DalCSGS…'}","{'date': '11/03/2018, 17:18:36', 'full_text': 'The winter clothing drive is getting started at the International Centre. It’s warm today but the cold weather is coming - get ready!! https://t.co/9cUjRNB7U0'}"
276,"{'date': '06/11/2019, 17:16:26', 'full_text': 'SUMMER HOURS: the Arts Centre Box Office is switching to reduced summer hours beginning this week. Regular hours will be Monday to Friday from 12:00pm to 6:00pm for purchases at the wicket or over the phone. Tickets can be purchased online 24/7 (https://t.co/gqPE5JKgNE) https://t.co/226JS1Au6b'}","{'date': '03/14/2016, 14:25:30', 'full_text': ""RT @BruceFriskoCTV: Dal's @mimivcahill among students who created a video game to help military deal with #childsoldiers.  @CTVAtlantic htt…""}","{'date': '11/03/2018, 01:40:13', 'full_text': 'RT @ECSLC2018: A big shoutout and huge thanks to @TheBoardRoomGC and @DalIntcentre for making the evening social possible! That’s a wrap fo…'}"
277,"{'date': '06/11/2019, 16:52:56', 'full_text': 'RT @wendyphillipspr: Just Announced! As part of The Irish Goodbye Tour, Grammy award-winners @thechieftains &amp; Friends will perform live at…'}","{'date': '03/13/2016, 02:33:16', 'full_text': 'RT @learningcode: T-minus 1 week to sign up for HTML &amp; CSS Level 2 in #Halifax on March 19th! Learn more: https://t.co/BozODVQG9p'}","{'date': '11/02/2018, 22:25:02', 'full_text': 'Mahhubur Rahman, Dal alumnus and staff, receives Top 25 Immigrants award at the East Coast Experience Gala. Congratulations! \u2066@MyEastCoastExp\u2069 \u2066@MyHFXExperience\u2069 #top25immigrants https://t.co/ybsPnTpj32'}"
